# 29-Jun-2019 10:35 AM
# seed 965745566761
##            1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40              41              42              43              44              45              46              47              48              49              50              51              52              53              54              55              56
            age,           tmin,           tmax,       totalrad,      directrad,     diffuserad,           wind,           rain,        netrain,         runoff,             DP,     ambientCO2,            LAI,         pinnae,         rachis,          trunk,          roots,           male,         female,        bunches,      flowersex,            VDM,            TDM, assim_photosyn,    assim_maint,   assim_growth,      assim_gen,     VDM_growth,     TDM_growth,          yield,      trunk_hgt,      rootdepth,   rootzone_VWC,    rootzone_WC,    waterstress,       actual_E,       actual_T,          pot_T,     layer1_VWC,  layer1_influx, layer1_outflux, layer1_netflux,       layer1_e,       layer1_t,     layer2_VWC,  layer2_influx, layer2_outflux, layer2_netflux,       layer2_e,       layer2_t,     layer3_VWC,  layer3_influx, layer3_outflux, layer3_netflux,       layer3_e,       layer3_t
           4360,         22.977,         32.392,         15.349,          5.975,          9.374,          1.080,         24.250,         17.343,          0.000,          1.796,        367.098,          5.265,         49.072,         94.053,        126.806,         76.261,          9.311,          7.761,         34.277,          0.000,        346.191,        397.540,          2.376,          1.119,          0.453,          0.804,          0.261,          0.311,          0.917,          5.131,          1.500,          0.420,        629.618,          1.000,          1.014,          3.491,          3.491,          0.412,         17.343,         14.152,          1.970,          1.014,          0.206,          0.434,         14.152,          3.213,          9.079,          0.000,          1.860,          0.412,          3.213,          1.796,         -0.008,          0.000,          1.424
           4361,         23.093,         31.898,         14.871,          5.435,          9.436,          3.186,         20.671,         14.782,          0.000,          1.884,        367.103,          5.266,         49.073,         94.055,        126.849,         76.269,          9.406,          7.840,         34.590,          0.000,        346.246,        398.082,          2.478,          1.111,          0.453,          0.913,          0.261,          0.311,          0.000,          5.132,          1.500,          0.425,        637.363,          1.000,          1.346,          3.807,          3.807,          0.422,         14.782,         12.713,          0.499,          1.346,          0.225,          0.443,         12.713,          5.723,          4.961,          0.000,          2.029,          0.414,          5.723,          1.884,          2.286,          0.000,          1.553
           4362,         22.969,         32.250,         15.183,          5.808,          9.375,          1.317,          0.380,          0.272,          0.000,          2.103,        367.108,          5.266,         49.074,         94.057,        126.893,         76.277,          9.492,          7.750,         35.038,          1.000,        346.301,        398.581,          2.403,          1.117,          0.453,          0.833,          0.261,          0.311,          0.000,          5.134,          1.500,          0.421,        630.826,          1.000,          1.217,          3.489,          3.489,          0.392,          0.272,          0.364,         -1.515,          1.217,          0.206,          0.430,          0.364,          5.294,         -6.789,          0.000,          1.859,          0.416,          5.294,          2.103,          1.768,          0.000,          1.423
           4363,         23.194,         31.552,         14.535,          5.061,          9.474,          3.583,          9.634,          6.890,          0.000,          2.162,        367.112,          5.266,         49.075,         94.059,        126.937,         76.285,          9.424,          7.828,         35.354,          0.000,        346.356,        398.963,          2.482,          1.111,          0.453,          0.918,          0.261,          0.311,          0.000,          5.135,          1.500,          0.420,        630.572,          1.000,          1.204,          3.779,          3.779,          0.417,          6.890,          4.228,          1.235,          1.204,          0.223,          0.428,          4.228,          3.662,         -1.447,          0.000,          2.014,          0.416,          3.662,          2.162,         -0.041,          0.000,          1.542
           4364,         23.322,         32.060,         15.173,          5.670,          9.504,          2.049,         31.080,         22.226,          0.000,          2.236,        367.117,          5.266,         49.076,         94.061,        126.980,         76.293,          9.353,          7.906,         35.664,          0.000,        346.410,        399.334,          2.474,          1.122,          0.453,          0.899,          0.261,          0.311,          0.000,          5.137,          1.500,          0.430,        645.603,          1.000,          1.305,          3.653,          3.653,          0.425,         22.226,         20.313,          0.392,          1.305,          0.216,          0.449,         20.313,          6.455,         11.911,          0.000,          1.947,          0.419,          6.455,          2.236,          2.728,          0.000,          1.491
           4365,         23.259,         31.730,         14.771,          5.277,          9.494,          4.285,         48.660,         34.798,          0.000,          4.225,        367.122,          5.266,         49.077,         94.064,        127.024,         76.301,          9.448,          7.823,         36.147,          1.000,        346.465,        399.884,          2.501,          1.117,          0.453,          0.930,          0.261,          0.311,          0.000,          5.138,          1.500,          0.447,        670.764,          1.000,          1.509,          3.902,          3.902,          0.425,         34.798,         33.053,          0.005,          1.509,          0.231,          0.461,         33.053,         24.868,          6.105,          0.000,          2.079,          0.440,         24.868,          4.225,         19.051,          0.000,          1.592
           4366,         23.263,         31.034,         13.970,          4.489,          9.481,          3.337,          0.000,          0.000,          0.000,          8.489,        367.126,          5.266,         49.078,         94.066,        127.067,         76.309,          9.541,          7.737,         36.622,          1.000,        346.520,        400.420,          2.468,          1.108,          0.453,          0.907,          0.261,          0.311,          0.000,          5.139,          1.500,          0.438,        657.411,          1.000,          1.313,          3.550,          3.550,          0.398,          0.000,         -0.177,         -1.346,          1.313,          0.210,          0.436,         -0.177,         11.452,        -13.521,          0.000,          1.892,          0.442,         11.452,          8.489,          1.515,          0.000,          1.449
           4367,         23.277,         31.568,         14.599,          5.097,          9.502,          2.224,          0.000,          0.000,          0.000,          7.057,        367.131,          5.266,         49.079,         94.068,        127.111,         76.317,          9.632,          7.649,         37.095,          1.000,        346.575,        400.950,          2.467,          1.118,          0.453,          0.895,          0.261,          0.311,          0.000,          5.141,          1.500,          0.430,        645.643,          1.000,          1.151,          3.560,          3.560,          0.381,          0.000,         -0.525,         -0.837,          1.151,          0.210,          0.424,         -0.525,          4.347,         -6.769,          0.000,          1.897,          0.437,          4.347,          7.057,         -4.163,          0.000,          1.453
           4368,         23.296,         31.856,         14.934,          5.430,          9.504,          3.030,          0.000,          0.000,          0.000,          5.305,        367.136,          5.266,         49.080,         94.070,        127.154,         76.325,          9.724,          7.560,         36.655,          1.000,        346.629,        400.568,          2.491,          1.124,          0.453,          0.913,          0.261,          0.311,          0.920,          5.142,          1.500,          0.424,        635.364,          1.000,          1.163,          3.810,          3.810,          0.366,          0.000,         -0.636,         -0.753,          1.163,          0.225,          0.414,         -0.636,          2.527,         -5.193,          0.000,          2.030,          0.432,          2.527,          5.305,         -4.333,          0.000,          1.554
           4369,         23.479,         31.636,         14.795,          5.221,          9.574,          4.648,          0.000,          0.000,          0.000,          4.122,        367.140,          5.266,         49.081,         94.072,        127.198,         76.333,          9.658,          7.635,         36.062,          0.000,        346.684,        400.039,          2.519,          1.123,          0.453,          0.942,          0.261,          0.311,          0.921,          5.144,          1.500,          0.417,        626.139,          1.000,          1.128,          3.976,          3.976,          0.352,          0.000,         -0.682,         -0.681,          1.128,          0.235,          0.406,         -0.682,          1.661,         -4.462,          0.000,          2.119,          0.428,          1.661,          4.122,         -4.083,          0.000,          1.622
           4370,         23.183,         31.717,         14.720,          5.248,          9.471,          0.838,          8.187,          5.854,          0.000,          3.351,        367.145,          5.267,         49.082,         94.074,        127.242,         76.341,          9.738,          7.536,         36.496,          1.000,        346.739,        400.509,          2.355,          1.118,          0.453,          0.783,          0.261,          0.311,          0.000,          5.145,          1.500,          0.416,        624.546,          1.000,          0.858,          3.238,          3.238,          0.407,          5.854,          2.073,          2.732,          0.858,          0.191,          0.404,          2.073,          1.303,         -0.955,          0.000,          1.725,          0.424,          1.303,          3.351,         -3.370,          0.000,          1.321
           4371,         23.255,         32.007,         15.087,          5.597,          9.490,          5.766,          9.714,          6.947,          0.000,          2.832,        367.150,          5.267,         49.084,         94.076,        127.285,         76.349,          9.834,          7.449,         36.063,          1.000,        346.793,        400.139,          2.514,          1.125,          0.453,          0.935,          0.261,          0.311,          0.921,          5.147,          1.500,          0.415,        622.996,          1.000,          1.499,          4.166,          4.166,          0.417,          6.947,          4.716,          0.486,          1.499,          0.246,          0.406,          4.716,          1.359,          1.136,          0.000,          2.220,          0.421,          1.359,          2.832,         -3.172,          0.000,          1.700
           4372,         23.415,         32.075,         15.257,          5.715,          9.542,          0.673,          3.522,          2.518,          0.000,          2.478,        367.154,          5.267,         49.085,         94.078,        127.329,         76.357,          9.749,          7.509,         36.326,          0.000,        346.848,        400.432,          2.337,          1.128,          0.453,          0.756,          0.261,          0.311,          0.000,          5.148,          1.500,          0.412,        618.748,          1.000,          1.081,          3.208,          3.208,          0.394,          2.518,          2.396,         -1.149,          1.081,          0.190,          0.405,          2.396,          1.432,         -0.745,          0.000,          1.709,          0.418,          1.432,          2.478,         -2.355,          0.000,          1.309
           4373,         23.110,         31.858,         14.849,          5.398,          9.451,          0.607,          4.199,          3.003,          0.000,          2.230,        367.159,          5.267,         49.086,         94.080,        127.372,         76.365,          9.660,          7.567,         35.657,          0.000,        346.903,        399.786,          2.292,          1.120,          0.453,          0.718,          0.261,          0.311,          0.919,          5.149,          1.500,          0.410,        615.427,          1.000,          0.973,          3.120,          3.120,          0.396,          3.003,          1.747,          0.098,          0.973,          0.184,          0.403,          1.747,          1.315,         -1.230,          0.000,          1.663,          0.416,          1.315,          2.230,         -2.188,          0.000,          1.273
           4374,         22.892,         31.879,         14.750,          5.376,          9.374,          2.350,         23.883,         17.078,          0.000,          2.035,        367.164,          5.267,         49.087,         94.082,        127.416,         76.373,          9.748,          7.477,         36.122,          1.000,        346.957,        400.305,          2.444,          1.116,          0.453,          0.875,          0.261,          0.311,          0.000,          5.151,          1.500,          0.417,        625.648,          1.000,          1.157,          3.665,          3.665,          0.419,         17.078,         14.552,          1.153,          1.157,          0.217,          0.422,         14.552,          1.918,         10.680,          0.000,          1.953,          0.414,          1.918,          2.035,         -1.612,          0.000,          1.495
           4375,         23.241,         32.036,         15.134,          5.636,          9.498,          2.853,          1.877,          1.342,          0.000,          1.938,        367.168,          5.267,         49.088,         94.084,        127.459,         76.380,          9.679,          7.550,         35.521,          0.000,        347.012,        399.763,          2.493,          1.125,          0.453,          0.914,          0.261,          0.311,          0.919,          5.152,          1.500,          0.413,        619.851,          1.000,          1.400,          3.802,          3.802,          0.386,          1.342,          1.349,         -1.632,          1.400,          0.225,          0.416,          1.349,          2.508,         -3.185,          0.000,          2.026,          0.413,          2.508,          1.938,         -0.981,          0.000,          1.551
           4376,         23.350,         32.154,         15.333,          5.801,          9.533,          4.284,          7.212,          5.157,          0.000,          1.836,        367.173,          5.267,         49.089,         94.086,        127.503,         76.388,          9.776,          7.465,         35.089,          1.000,        347.067,        399.397,          2.520,          1.127,          0.453,          0.939,          0.261,          0.311,          0.919,          5.154,          1.500,          0.412,        617.777,          1.000,          1.314,          4.080,          4.080,          0.410,          5.157,          2.413,          1.189,          1.314,          0.241,          0.413,          2.413,          2.031,         -1.792,          0.000,          2.174,          0.411,          2.031,          1.836,         -1.470,          0.000,          1.664
           4377,         23.561,         32.089,         15.389,          5.779,          9.610,          1.050,          0.000,          0.000,          0.000,          1.731,        367.178,          5.267,         49.090,         94.088,        127.547,         76.396,          9.701,          7.534,         35.384,          0.000,        347.121,        399.740,          2.431,          1.128,          0.453,          0.849,          0.261,          0.311,          0.000,          5.155,          1.500,          0.408,        611.501,          1.000,          1.144,          3.401,          3.401,          0.368,          0.000,          0.735,         -2.081,          1.144,          0.201,          0.408,          0.735,          1.776,         -2.853,          0.000,          1.812,          0.410,          1.776,          1.731,         -1.343,          0.000,          1.387
           4378,         23.639,         32.062,         15.414,          5.772,          9.642,          1.894,          1.741,          1.245,          0.000,          1.626,        367.182,          5.267,         49.091,         94.090,        127.590,         76.404,          9.633,          7.609,         35.702,          0.000,        347.176,        400.120,          2.501,          1.130,          0.453,          0.917,          0.261,          0.311,          0.000,          5.156,          1.500,          0.404,        606.352,          1.000,          1.078,          3.690,          3.690,          0.368,          1.245,         -0.029,         -0.022,          1.078,          0.218,          0.402,         -0.029,          1.408,         -3.403,          0.000,          1.966,          0.408,          1.408,          1.626,         -1.723,          0.000,          1.505
           4379,         23.640,         32.311,         15.694,          6.065,          9.629,          1.630,          6.270,          4.483,          0.000,          1.512,        367.187,          5.268,         49.092,         94.092,        127.634,         76.412,          9.564,          7.682,         35.095,          0.000,        347.230,        399.572,          2.489,          1.136,          0.453,          0.900,          0.261,          0.311,          0.918,          5.158,          1.500,          0.403,        604.546,          1.000,          1.083,          3.693,          3.693,          0.402,          4.483,          1.484,          1.697,          1.083,          0.218,          0.399,          1.484,          1.170,         -1.654,          0.000,          1.968,          0.406,          1.170,          1.512,         -1.849,          0.000,          1.507
           4380,         23.672,         32.261,         15.673,          6.021,          9.652,          1.321,          0.000,          0.000,          0.000,          1.408,        367.191,          5.268,         49.093,         94.094,        127.677,         76.420,          9.655,          7.594,         34.645,          1.000,        347.285,        399.179,          2.473,          1.134,          0.453,          0.885,          0.261,          0.311,          0.918,          5.159,          1.500,          0.399,        598.387,          1.000,          1.192,          3.559,          3.559,          0.358,          0.000,          0.776,         -2.178,          1.192,          0.210,          0.395,          0.776,          1.063,         -2.184,          0.000,          1.897,          0.404,          1.063,          1.408,         -1.797,          0.000,          1.452
           4381,         23.734,         32.319,         15.781,          6.110,          9.672,          4.450,          0.000,          0.000,          0.000,          1.307,        367.196,          5.268,         49.094,         94.096,        127.721,         76.428,          9.593,          7.675,         34.063,          0.000,        347.340,        398.671,          2.561,          1.135,          0.453,          0.973,          0.261,          0.311,          0.918,          5.161,          1.500,          0.394,        591.679,          1.000,          1.199,          4.201,          4.201,          0.335,          0.000,         -0.261,         -1.187,          1.199,          0.248,          0.389,         -0.261,          0.877,         -3.377,          0.000,          2.239,          0.401,          0.877,          1.307,         -2.144,          0.000,          1.714
           4382,         23.432,         32.089,         15.376,          5.770,          9.605,          0.648,          0.000,          0.000,          0.000,          1.214,        367.201,          5.268,         49.095,         94.098,        127.764,         76.436,          9.510,          7.740,         33.407,          0.000,        347.394,        398.051,          2.337,          1.125,          0.453,          0.759,          0.261,          0.311,          0.917,          5.162,          1.500,          0.391,        586.337,          1.000,          0.845,          3.283,          3.283,          0.323,          0.000,         -0.454,         -0.586,          0.845,          0.194,          0.383,         -0.454,          0.710,         -2.914,          0.000,          1.750,          0.399,          0.710,          1.214,         -1.843,          0.000,          1.340
           4383,         23.499,         32.140,         15.482,          5.850,          9.632,          0.801,         17.961,         12.842,          0.000,          1.136,        367.205,          5.268,         49.096,         94.101,        127.808,         76.444,          9.433,          7.809,         33.684,          0.000,        347.449,        398.375,          2.385,          1.125,          0.453,          0.807,          0.261,          0.311,          0.000,          5.164,          1.500,          0.396,        593.830,          1.000,          0.820,          3.394,          3.394,          0.397,         12.842,          8.134,          3.688,          0.820,          0.201,          0.394,          8.134,          0.779,          5.546,          0.000,          1.808,          0.397,          0.779,          1.136,         -1.741,          0.000,          1.385
           4384,         23.455,         32.246,         15.588,          5.969,          9.619,          1.494,          4.787,          3.423,          0.000,          1.072,        367.210,          5.268,         49.097,         94.103,        127.852,         76.452,          9.365,          7.887,         33.075,          0.000,        347.503,        397.830,          2.476,          1.127,          0.453,          0.896,          0.261,          0.311,          0.916,          5.165,          1.500,          0.394,        591.392,          1.000,          1.180,          3.609,          3.609,          0.395,          3.423,          2.118,         -0.089,          1.180,          0.213,          0.392,          2.118,          0.944,         -0.749,          0.000,          1.923,          0.396,          0.944,          1.072,         -1.601,          0.000,          1.473
           4385,         23.224,         31.952,         15.147,          5.578,          9.569,          0.744,         14.759,         10.553,          0.000,          1.019,        367.215,          5.268,         49.098,         94.105,        127.895,         76.460,          9.447,          7.795,         33.506,          1.000,        347.558,        398.306,          2.359,          1.117,          0.453,          0.789,          0.261,          0.311,          0.000,          5.166,          1.500,          0.398,        596.666,          1.000,          1.018,          3.241,          3.241,          0.421,         10.553,          8.057,          1.286,          1.018,          0.192,          0.402,          8.057,          1.095,          5.235,          0.000,          1.727,          0.394,          1.095,          1.019,         -1.247,          0.000,          1.322
           4386,         23.450,         31.739,         15.053,          5.389,          9.664,          1.575,         22.096,         15.798,          0.000,          0.986,        367.219,          5.268,         49.100,         94.107,        127.939,         76.468,          9.542,          7.713,         33.980,          1.000,        347.613,        398.847,          2.485,          1.119,          0.453,          0.912,          0.261,          0.311,          0.000,          5.168,          1.500,          0.405,        606.779,          1.000,          1.228,          3.472,          3.472,          0.427,         15.798,         14.036,          0.329,          1.228,          0.205,          0.420,         14.036,          1.844,         10.341,          0.000,          1.850,          0.394,          1.844,          0.986,         -0.558,          0.000,          1.416
           4387,         23.377,         31.801,         15.097,          5.450,          9.647,          3.905,         10.782,          7.709,          0.000,          0.981,        367.224,          5.268,         49.101,         94.109,        127.982,         76.476,          9.479,          7.795,         33.395,          0.000,        347.667,        398.336,          2.538,          1.120,          0.453,          0.965,          0.261,          0.311,          0.917,          5.169,          1.500,          0.405,        608.061,          1.000,          1.540,          3.906,          3.906,          0.422,          7.709,          6.203,         -0.265,          1.540,          0.231,          0.423,          6.203,          2.696,          1.426,          0.000,          2.081,          0.394,          2.696,          0.981,          0.122,          0.000,          1.593
           4388,         23.425,         32.193,         15.577,          5.924,          9.653,          2.499,          0.000,          0.000,          0.000,          0.986,        367.229,          5.269,         49.102,         94.111,        128.026,         76.483,          9.417,          7.876,         33.720,          0.000,        347.722,        398.735,          2.527,          1.126,          0.453,          0.948,          0.261,          0.311,          0.000,          5.171,          1.500,          0.401,        601.829,          1.000,          1.436,          3.811,          3.811,          0.373,          0.000,          0.783,         -2.444,          1.436,          0.225,          0.416,          0.783,          2.528,         -3.775,          0.000,          2.031,          0.394,          2.528,          0.986,         -0.012,          0.000,          1.555
           4389,         23.491,         32.209,         15.649,          5.966,          9.683,          1.295,          0.000,          0.000,          0.000,          0.976,        367.233,          5.269,         49.103,         94.113,        128.070,         76.491,          9.509,          7.791,         34.187,          1.000,        347.776,        399.265,          2.473,          1.128,          0.453,          0.891,          0.261,          0.311,          0.000,          5.172,          1.500,          0.397,        596.225,          1.000,          1.056,          3.572,          3.572,          0.359,          0.000,         -0.551,         -0.716,          1.056,          0.211,          0.408,         -0.551,          1.886,         -4.341,          0.000,          1.903,          0.393,          1.886,          0.976,         -0.547,          0.000,          1.457
           4390,         23.782,         32.119,         15.733,          5.942,          9.791,          1.432,         18.651,         13.335,          0.000,          0.956,        367.238,          5.269,         49.104,         94.115,        128.113,         76.499,          9.443,          7.870,         33.588,          0.000,        347.831,        398.731,          2.510,          1.133,          0.453,          0.923,          0.261,          0.311,          0.918,          5.173,          1.500,          0.403,        603.965,          1.000,          1.018,          3.620,          3.620,          0.407,         13.335,          9.683,          2.420,          1.018,          0.214,          0.419,          9.683,          1.965,          5.789,          0.000,          1.929,          0.393,          1.965,          0.956,         -0.468,          0.000,          1.477
           4391,         23.532,         32.532,         16.059,          6.370,          9.690,          2.382,         18.681,         13.356,          0.000,          0.954,        367.243,          5.269,         49.105,         94.117,        128.157,         76.507,          9.542,          7.790,         34.076,          1.000,        347.885,        399.293,          2.539,          1.134,          0.453,          0.952,          0.261,          0.311,          0.000,          5.175,          1.500,          0.407,        611.055,          1.000,          1.402,          3.910,          3.910,          0.420,         13.356,         11.091,          0.631,          1.402,          0.231,          0.430,         11.091,          2.988,          6.020,          0.000,          2.083,          0.393,          2.988,          0.954,          0.439,          0.000,          1.595
           4392,         23.638,         32.348,         15.941,          6.189,          9.752,          4.313,          0.000,          0.000,          0.000,          0.975,        367.247,          5.269,         49.106,         94.119,        128.200,         76.515,          9.483,          7.874,         33.500,          0.000,        347.940,        398.797,          2.582,          1.135,          0.453,          0.994,          0.261,          0.311,          0.918,          5.176,          1.500,          0.403,        604.263,          1.000,          1.663,          4.154,          4.154,          0.375,          0.000,          0.340,         -2.249,          1.663,          0.246,          0.421,          0.340,          3.140,         -5.013,          0.000,          2.213,          0.394,          3.140,          0.975,          0.470,          0.000,          1.695
           4393,         23.436,         32.369,         15.870,          6.170,          9.700,          2.505,         12.877,          9.206,          0.000,          0.980,        367.252,          5.269,         49.107,         94.121,        128.244,         76.523,          9.421,          7.955,         32.910,          0.000,        347.994,        398.281,          2.539,          1.131,          0.453,          0.955,          0.261,          0.311,          0.918,          5.178,          1.500,          0.405,        607.379,          1.000,          1.191,          3.918,          3.918,          0.410,          9.206,          5.993,          1.791,          1.191,          0.232,          0.423,          5.993,          2.652,          1.253,          0.000,          2.088,          0.394,          2.652,          0.980,          0.073,          0.000,          1.599
           4394,         23.750,         32.212,         15.896,          6.073,          9.823,          2.113,          9.248,          6.612,          0.000,          0.986,        367.257,          5.269,         49.108,         94.123,        128.287,         76.531,          9.524,          7.877,         33.405,          1.000,        348.049,        398.855,          2.558,          1.132,          0.453,          0.973,          0.261,          0.311,          0.000,          5.179,          1.500,          0.405,        607.860,          1.000,          1.366,          3.779,          3.779,          0.419,          6.612,          4.600,          0.422,          1.366,          0.223,          0.423,          4.600,          2.763,         -0.177,          0.000,          2.014,          0.394,          2.763,          0.986,          0.235,          0.000,          1.542
           4395,         23.683,         31.983,         15.626,          5.793,          9.833,          3.390,         19.360,         13.841,          0.000,          1.001,        367.261,          5.269,         49.109,         94.125,        128.331,         76.539,          9.468,          7.961,         33.749,          0.000,        348.103,        399.281,          2.584,          1.129,          0.453,          1.002,          0.261,          0.311,          0.000,          5.181,          1.500,          0.410,        615.247,          1.000,          1.522,          3.931,          3.931,          0.422,         13.841,         11.909,          0.177,          1.522,          0.232,          0.434,         11.909,          3.547,          6.268,          0.000,          2.095,          0.395,          3.547,          1.001,          0.942,          0.000,          1.604
           4396,         23.626,         32.063,         15.705,          5.881,          9.823,          7.175,          0.000,          0.000,          0.000,          1.042,        367.266,          5.270,         49.110,         94.127,        128.375,         76.546,          9.412,          8.048,         34.099,          0.000,        348.158,        399.717,          2.604,          1.130,          0.453,          1.020,          0.261,          0.311,          0.000,          5.182,          1.500,          0.405,        608.058,          1.000,          1.794,          4.352,          4.352,          0.377,          0.000,          0.225,         -2.277,          1.795,          0.257,          0.424,          0.225,          3.652,         -5.746,          0.000,          2.319,          0.396,          3.652,          1.042,          0.834,          0.000,          1.776
           4397,         23.311,         32.319,         15.829,          6.112,          9.716,          1.482,          0.000,          0.000,          0.000,          1.052,        367.271,          5.270,         49.111,         94.129,        128.418,         76.554,          9.344,          8.126,         33.493,          0.000,        348.212,        399.175,          2.495,          1.131,          0.453,          0.911,          0.261,          0.311,          0.919,          5.183,          1.500,          0.401,        602.237,          1.000,          1.103,          3.666,          3.666,          0.366,          0.000,         -0.751,         -0.568,          1.103,          0.217,          0.414,         -0.751,          2.403,         -5.108,          0.000,          1.954,          0.396,          2.403,          1.052,         -0.145,          0.000,          1.496
           4398,         23.201,         32.329,         15.798,          6.106,          9.693,          2.451,         17.867,         12.773,          0.000,          1.040,        367.275,          5.270,         49.112,         94.131,        128.462,         76.562,          9.444,          8.046,         33.981,          1.000,        348.267,        399.738,          2.532,          1.128,          0.453,          0.951,          0.261,          0.311,          0.000,          5.185,          1.500,          0.406,        608.954,          1.000,          1.112,          3.904,          3.904,          0.408,         12.773,          9.301,          2.130,          1.112,          0.231,          0.423,          9.301,          2.369,          4.852,          0.000,          2.081,          0.395,          2.369,          1.040,         -0.264,          0.000,          1.593
           4399,         23.491,         32.312,         15.970,          6.167,          9.803,          3.872,         30.766,         21.995,          0.000,          1.063,        367.280,          5.270,         49.113,         94.133,        128.505,         76.570,          9.386,          8.131,         33.406,          0.000,        348.321,        399.244,          2.588,          1.134,          0.453,          1.000,          0.261,          0.311,          0.919,          5.186,          1.500,          0.416,        624.266,          1.000,          1.515,          4.105,          4.105,          0.419,         21.995,         19.721,          0.516,          1.515,          0.243,          0.446,         19.721,          5.017,         12.516,          0.000,          2.187,          0.398,          5.017,          1.063,          2.280,          0.000,          1.675
           4400,         23.568,         32.023,         15.716,          5.852,          9.864,          1.757,          0.000,          0.000,          0.000,          1.202,        367.285,          5.270,         49.114,         94.135,        128.549,         76.578,          9.324,          8.214,         33.735,          0.000,        348.376,        399.649,          2.547,          1.129,          0.453,          0.964,          0.261,          0.311,          0.000,          5.188,          1.500,          0.412,        618.108,          1.000,          1.317,          3.640,          3.640,          0.391,          0.000,         -0.160,         -1.372,          1.317,          0.215,          0.432,         -0.160,          5.708,         -7.807,          0.000,          1.940,          0.401,          5.708,          1.202,          3.021,          0.000,          1.485
           4401,         23.502,         32.120,         15.811,          5.960,          9.851,          1.312,          0.000,          0.000,          0.000,          1.271,        367.289,          5.270,         49.115,         94.137,        128.592,         76.586,          9.422,          8.131,         34.216,          1.000,        348.430,        400.199,          2.511,          1.131,          0.453,          0.927,          0.261,          0.311,          0.000,          5.189,          1.500,          0.408,        612.131,          1.000,          1.138,          3.567,          3.567,          0.377,          0.000,         -0.634,         -0.715,          1.138,          0.211,          0.421,         -0.634,          3.236,         -5.771,          0.000,          1.901,          0.402,          3.236,          1.271,          0.510,          0.000,          1.455
           4402,         23.521,         32.302,         16.048,          6.191,          9.857,          2.912,          4.415,          3.156,          0.000,          1.265,        367.294,          5.270,         49.116,         94.139,        128.636,         76.594,          9.527,          8.051,         33.804,          1.000,        348.485,        399.866,          2.585,          1.136,          0.453,          0.996,          0.261,          0.311,          0.919,          5.190,          1.500,          0.406,        608.785,          1.000,          1.239,          3.997,          3.997,          0.397,          3.156,          0.669,          1.011,          1.239,          0.236,          0.414,          0.669,          2.271,         -3.732,          0.000,          2.130,          0.401,          2.271,          1.265,         -0.625,          0.000,          1.631
           4403,         23.804,         32.223,         16.146,          6.180,          9.966,          5.830,          0.000,          0.000,          0.000,          1.223,        367.299,          5.270,         49.117,         94.141,        128.680,         76.601,          9.637,          7.975,         33.409,          1.000,        348.539,        399.560,          2.639,          1.138,          0.453,          1.048,          0.261,          0.311,          0.919,          5.192,          1.500,          0.401,        601.662,          1.000,          1.565,          4.335,          4.335,          0.359,          0.000,          0.082,         -1.903,          1.565,          0.256,          0.407,          0.082,          1.790,         -4.018,          0.000,          2.310,          0.400,          1.790,          1.223,         -1.202,          0.000,          1.769
           4404,         23.826,         32.271,         16.237,          6.253,          9.983,          3.414,          0.000,          0.000,          0.000,          1.165,        367.303,          5.270,         49.118,         94.143,        128.723,         76.609,          9.581,          8.062,         33.763,          0.000,        348.593,        400.000,          2.625,          1.138,          0.453,          1.033,          0.261,          0.311,          0.000,          5.193,          1.500,          0.397,        595.208,          1.000,          1.184,          4.105,          4.105,          0.342,          0.000,         -0.601,         -0.825,          1.184,          0.243,          0.400,         -0.601,          1.362,         -4.151,          0.000,          2.187,          0.398,          1.362,          1.165,         -1.478,          0.000,          1.675
           4405,         23.845,         32.292,         16.296,          6.294,         10.002,          0.974,          0.000,          0.000,          0.000,          1.104,        367.308,          5.271,         49.119,         94.145,        128.767,         76.617,          9.512,          8.140,         33.155,          0.000,        348.648,        399.455,          2.502,          1.140,          0.453,          0.909,          0.261,          0.311,          0.919,          5.195,          1.500,          0.393,        589.586,          1.000,          0.953,          3.565,          3.565,          0.332,          0.000,         -0.636,         -0.528,          0.953,          0.211,          0.393,         -0.636,          1.064,         -3.599,          0.000,          1.900,          0.397,          1.064,          1.104,         -1.495,          0.000,          1.455
           4406,         23.751,         32.413,         16.403,          6.425,          9.978,          5.549,          0.000,          0.000,          0.000,          1.039,        367.313,          5.271,         49.120,         94.147,        128.810,         76.625,          9.457,          8.231,         33.514,          0.000,        348.702,        399.904,          2.641,          1.139,          0.454,          1.049,          0.261,          0.311,          0.000,          5.196,          1.500,          0.389,        583.062,          1.000,          1.064,          4.420,          4.420,          0.318,          0.000,         -0.628,         -0.698,          1.064,          0.261,          0.386,         -0.628,          0.843,         -3.826,          0.000,          2.355,          0.394,          0.843,          1.039,         -2.000,          0.000,          1.803
