# 29-Jun-2019 10:35 AM
# seed 965745566761
##            1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40              41              42              43              44              45              46              47              48              49              50              51              52              53              54              55              56
            age,           tmin,           tmax,       totalrad,      directrad,     diffuserad,           wind,           rain,        netrain,         runoff,             DP,     ambientCO2,            LAI,         pinnae,         rachis,          trunk,          roots,           male,         female,        bunches,      flowersex,            VDM,            TDM, assim_photosyn,    assim_maint,   assim_growth,      assim_gen,     VDM_growth,     TDM_growth,          yield,      trunk_hgt,      rootdepth,   rootzone_VWC,    rootzone_WC,    waterstress,       actual_E,       actual_T,          pot_T,     layer1_VWC,  layer1_influx, layer1_outflux, layer1_netflux,       layer1_e,       layer1_t,     layer2_VWC,  layer2_influx, layer2_outflux, layer2_netflux,       layer2_e,       layer2_t,     layer3_VWC,  layer3_influx, layer3_outflux, layer3_netflux,       layer3_e,       layer3_t
            365,         23.609,         32.205,         15.578,          5.940,          9.637,          3.438,         10.589,          7.725,          0.000,          0.566,        348.491,          0.078,          0.401,          0.703,          0.101,          0.201,          0.024,          0.000,          0.000,          0.000,          1.406,          1.430,          0.055,          0.012,          0.008,          0.035,          0.005,          0.006,          0.000,          0.000,          0.200,          0.281,         56.207,          0.762,          0.683,          0.144,          0.189,          0.359,          7.725,          0.825,          6.167,          0.682,          0.050,          0.255,          0.825,          0.075,          0.675,          0.000,          0.075,          0.254,          0.075,          0.075,          0.000,          0.000,          0.000
            366,         23.748,         31.908,         15.342,          5.634,          9.708,          0.886,         15.070,         10.993,          0.000,          5.153,        348.496,          0.079,          0.403,          0.705,          0.102,          0.202,          0.060,          0.000,          0.000,          0.000,          1.411,          1.471,          0.045,          0.011,          0.008,          0.026,          0.005,          0.006,          0.000,          0.000,          0.201,          0.301,         60.324,          0.895,          1.608,          0.207,          0.232,          0.401,         10.993,          7.177,          2.131,          1.608,          0.077,          0.267,          7.177,          0.090,          6.971,          0.000,          0.116,          0.254,          0.090,          0.075,          0.015,          0.000,          0.000
            367,         23.883,         31.805,         15.316,          5.553,          9.763,          1.268,         13.944,         10.172,          0.000,          5.453,        348.501,          0.079,          0.404,          0.708,          0.102,          0.203,          0.088,          0.014,          0.000,          0.000,          1.417,          1.519,          0.061,          0.013,          0.008,          0.040,          0.005,          0.006,          0.000,          0.000,          0.201,          0.314,         63.024,          0.981,          1.905,          0.219,          0.224,          0.413,         10.172,          7.595,          0.588,          1.905,          0.084,          0.281,          7.595,          0.120,          7.349,          0.000,          0.126,          0.254,          0.120,          0.075,          0.045,          0.000,          0.000
            368,         23.609,         31.950,         15.336,          5.658,          9.679,          3.248,          0.000,          0.000,          0.000,          1.373,        348.505,          0.079,          0.405,          0.710,          0.103,          0.204,          0.123,          0.014,          0.000,          0.000,          1.422,          1.560,          0.073,          0.014,          0.008,          0.050,          0.005,          0.006,          0.000,          0.000,          0.201,          0.296,         59.495,          0.863,          2.058,          0.196,          0.227,          0.331,          0.000,          1.964,         -4.105,          2.058,          0.083,          0.284,          1.964,          0.144,          1.695,          0.000,          0.125,          0.254,          0.144,          0.075,          0.069,          0.000,          0.000
            369,         23.318,         32.211,         15.472,          5.895,          9.577,          0.224,          0.000,          0.000,          0.000,          0.238,        348.510,          0.079,          0.406,          0.711,          0.103,          0.204,          0.123,          0.014,          0.000,          0.000,          1.425,          1.562,          0.011,          0.007,          0.003,          0.000,          0.002,          0.002,          0.000,          0.000,          0.202,          0.285,         57.379,          0.790,          1.747,          0.218,          0.276,          0.286,          0.000,          0.411,         -2.248,          1.747,          0.090,          0.284,          0.411,          0.147,          0.126,          0.000,          0.137,          0.254,          0.147,          0.075,          0.072,          0.000,          0.000
            370,         23.660,         32.312,         15.789,          6.104,          9.685,          1.851,         18.003,         13.134,          0.000,          5.163,        348.515,          0.079,          0.407,          0.714,          0.104,          0.205,          0.137,          0.023,          0.000,          0.000,          1.430,          1.590,          0.053,          0.012,          0.008,          0.032,          0.005,          0.006,          0.000,          0.000,          0.202,          0.318,         64.154,          1.000,          1.053,          0.257,          0.257,          0.382,         13.134,          7.211,          4.777,          1.053,          0.093,          0.297,          7.211,          0.164,          6.907,          0.000,          0.141,          0.254,          0.164,          0.075,          0.089,          0.000,          0.000
            371,         23.596,         32.115,         15.554,          5.863,          9.692,          3.221,          0.000,          0.000,          0.000,          0.738,        348.519,          0.079,          0.409,          0.717,          0.105,          0.206,          0.158,          0.044,          0.000,          0.000,          1.436,          1.637,          0.071,          0.014,          0.008,          0.049,          0.005,          0.006,          0.000,          0.000,          0.202,          0.304,         61.544,          0.919,          1.756,          0.225,          0.245,          0.323,          0.000,          1.089,         -2.939,          1.756,          0.093,          0.298,          1.089,          0.190,          0.757,          0.000,          0.142,          0.254,          0.190,          0.075,          0.115,          0.000,          0.000
            372,         23.503,         32.228,         15.642,          5.978,          9.664,          1.943,          0.000,          0.000,          0.000,          0.180,        348.524,          0.080,          0.410,          0.719,          0.106,          0.207,          0.176,          0.057,          0.000,          0.000,          1.442,          1.675,          0.060,          0.013,          0.008,          0.039,          0.005,          0.006,          0.000,          0.000,          0.203,          0.296,         59.956,          0.863,          1.281,          0.229,          0.266,          0.289,          0.000,          0.319,         -1.694,          1.281,          0.094,          0.298,          0.319,          0.192,         -0.016,          0.000,          0.143,          0.254,          0.192,          0.075,          0.116,          0.000,          0.000
            373,         23.379,         32.147,         15.500,          5.859,          9.641,          4.144,         23.862,         17.407,          0.000,          8.345,        348.529,          0.080,          0.411,          0.722,          0.107,          0.208,          0.194,          0.076,          0.000,          0.000,          1.447,          1.717,          0.068,          0.013,          0.008,          0.046,          0.005,          0.006,          0.000,          0.000,          0.203,          0.335,         67.944,          1.000,          0.941,          0.244,          0.244,          0.384,         17.407,         11.617,          4.756,          0.941,          0.093,          0.318,         11.617,          0.229,         11.246,          0.000,          0.143,          0.254,          0.229,          0.076,          0.153,          0.000,          0.000
            374,         23.322,         32.526,         15.897,          6.294,          9.603,          1.369,          2.659,          1.940,          0.000,          1.009,        348.533,          0.080,          0.413,          0.724,          0.107,          0.209,          0.211,          0.089,          0.000,          0.000,          1.453,          1.753,          0.060,          0.013,          0.008,          0.039,          0.005,          0.006,          0.000,          0.000,          0.203,          0.329,         66.882,          1.000,          1.862,          0.258,          0.258,          0.355,          1.940,          1.446,         -1.470,          1.862,          0.101,          0.320,          1.446,          0.284,          1.006,          0.000,          0.156,          0.255,          0.284,          0.076,          0.208,          0.000,          0.000
            375,         23.163,         32.480,         15.776,          6.209,          9.566,          0.640,          8.125,          5.927,          0.000,          1.442,        348.538,          0.080,          0.414,          0.727,          0.108,          0.209,          0.219,          0.097,          0.000,          0.000,          1.459,          1.774,          0.039,          0.011,          0.008,          0.020,          0.005,          0.006,          0.000,          0.000,          0.204,          0.341,         69.510,          1.000,          1.704,          0.281,          0.281,          0.396,          5.927,          2.059,          2.054,          1.704,          0.111,          0.323,          2.059,          0.293,          1.595,          0.000,          0.171,          0.255,          0.293,          0.076,          0.217,          0.000,          0.000
            376,         23.257,         32.101,         15.433,          5.797,          9.637,          1.913,          0.000,          0.000,          0.000,          0.896,        348.543,          0.080,          0.416,          0.730,          0.109,          0.210,          0.235,          0.116,          0.000,          0.000,          1.465,          1.815,          0.067,          0.013,          0.008,          0.046,          0.005,          0.006,          0.000,          0.000,          0.204,          0.326,         66.641,          1.000,          1.857,          0.246,          0.246,          0.331,          0.000,          1.274,         -3.228,          1.857,          0.096,          0.325,          1.274,          0.309,          0.816,          0.000,          0.149,          0.255,          0.309,          0.076,          0.233,          0.000,          0.000
            377,         23.324,         32.130,         15.523,          5.854,          9.669,          3.153,          0.000,          0.000,          0.000,          0.157,        348.547,          0.081,          0.417,          0.732,          0.110,          0.211,          0.253,          0.134,          0.000,          0.000,          1.471,          1.857,          0.069,          0.014,          0.008,          0.047,          0.005,          0.006,          0.000,          0.000,          0.205,          0.318,         65.081,          1.000,          1.267,          0.266,          0.266,          0.299,          0.000,          0.259,         -1.630,          1.267,          0.104,          0.324,          0.259,          0.310,         -0.213,          0.000,          0.162,          0.255,          0.310,          0.076,          0.234,          0.000,          0.000
            378,         23.297,         31.901,         15.271,          5.587,          9.684,          3.051,          8.416,          6.139,          0.000,          0.608,        348.552,          0.081,          0.418,          0.735,          0.111,          0.212,          0.269,          0.153,          0.000,          0.000,          1.476,          1.899,          0.069,          0.013,          0.008,          0.047,          0.005,          0.006,          0.000,          0.000,          0.205,          0.339,         69.472,          1.000,          0.996,          0.273,          0.273,          0.381,          6.139,          0.892,          4.144,          0.996,          0.107,          0.325,          0.892,          0.309,          0.417,          0.000,          0.166,          0.256,          0.309,          0.077,          0.232,          0.000,          0.000
            379,         23.410,         32.009,         15.478,          5.747,          9.730,          0.908,         26.848,         19.585,          0.000,         11.782,        348.557,          0.081,          0.420,          0.738,          0.112,          0.213,          0.282,          0.166,          0.000,          0.000,          1.482,          1.931,          0.055,          0.012,          0.009,          0.035,          0.005,          0.006,          0.000,          0.000,          0.205,          0.367,         75.371,          1.000,          1.777,          0.258,          0.258,          0.407,         19.585,         16.418,          1.289,          1.777,          0.101,          0.354,         16.418,          0.412,         15.849,          0.000,          0.157,          0.256,          0.412,          0.077,          0.335,          0.000,          0.000
            380,         23.275,         32.249,         15.688,          6.005,          9.683,          2.216,          8.374,          6.109,          0.000,          2.986,        348.561,          0.081,          0.421,          0.741,          0.112,          0.214,          0.299,          0.186,          0.000,          0.000,          1.488,          1.973,          0.070,          0.014,          0.009,          0.048,          0.005,          0.006,          0.000,          0.000,          0.206,          0.371,         76.381,          1.000,          2.010,          0.243,          0.243,          0.405,          6.109,          4.088,         -0.084,          2.010,          0.095,          0.360,          4.088,          0.574,          3.366,          0.000,          0.148,          0.256,          0.574,          0.077,          0.497,          0.000,          0.000
            381,         23.306,         32.289,         15.771,          6.067,          9.703,          1.788,         48.879,         35.658,          0.000,         24.025,        348.566,          0.081,          0.423,          0.743,          0.113,          0.215,          0.316,          0.203,          0.000,          0.000,          1.494,          2.013,          0.068,          0.013,          0.009,          0.046,          0.005,          0.006,          0.000,          0.000,          0.206,          0.417,         85.905,          1.000,          2.006,          0.246,          0.246,          0.413,         35.658,         33.172,          0.383,          2.006,          0.096,          0.418,         33.172,          1.354,         31.668,          0.000,          0.150,          0.258,          1.354,          0.078,          1.276,          0.000,          0.000
            382,         23.287,         32.101,         15.573,          5.850,          9.723,          0.419,          4.385,          3.199,          0.000,          2.002,        348.571,          0.081,          0.424,          0.746,          0.114,          0.216,          0.322,          0.209,          0.000,          0.000,          1.500,          2.031,          0.036,          0.011,          0.009,          0.017,          0.005,          0.006,          0.000,          0.000,          0.207,          0.411,         84.931,          1.000,          2.107,          0.231,          0.231,          0.396,          3.199,          1.874,         -0.873,          2.107,          0.090,          0.416,          1.874,          2.676,         -0.943,          0.000,          0.142,          0.261,          2.676,          0.080,          2.596,          0.000,          0.000
            383,         23.640,         32.237,         15.950,          6.108,          9.842,          1.422,          3.625,          2.644,          0.000,          1.259,        348.575,          0.082,          0.425,          0.749,          0.115,          0.217,          0.338,          0.226,          0.000,          0.000,          1.506,          2.069,          0.065,          0.013,          0.009,          0.043,          0.005,          0.006,          0.000,          0.000,          0.207,          0.407,         84.284,          1.000,          1.945,          0.253,          0.253,          0.389,          2.644,          0.943,         -0.342,          1.945,          0.098,          0.413,          0.943,          2.437,         -1.649,          0.000,          0.155,          0.263,          2.437,          0.083,          2.354,          0.000,          0.000
            384,         23.495,         32.494,         16.171,          6.384,          9.787,          2.765,          9.010,          6.573,          0.000,          3.132,        348.580,          0.082,          0.427,          0.751,          0.116,          0.218,          0.357,          0.243,          0.000,          0.000,          1.512,          2.112,          0.072,          0.014,          0.009,          0.049,          0.005,          0.006,          0.000,          0.000,          0.207,          0.413,         85.723,          1.000,          1.913,          0.255,          0.255,          0.408,          6.573,          3.594,          0.968,          1.913,          0.099,          0.415,          3.594,          2.370,          1.068,          0.000,          0.156,          0.266,          2.370,          0.086,          2.284,          0.000,          0.000
            385,         23.692,         32.534,         16.350,          6.494,          9.856,          1.769,          0.000,          0.000,          0.000,          0.729,        348.585,          0.082,          0.428,          0.754,          0.116,          0.219,          0.376,          0.258,          0.000,          0.000,          1.518,          2.152,          0.069,          0.014,          0.009,          0.046,          0.005,          0.006,          0.000,          0.000,          0.208,          0.398,         82.766,          1.000,          2.145,          0.250,          0.250,          0.359,          0.000,          0.240,         -2.481,          2.145,          0.097,          0.411,          0.240,          2.323,         -2.236,          0.000,          0.153,          0.268,          2.323,          0.089,          2.234,          0.000,          0.000
            386,         23.819,         32.443,         16.347,          6.429,          9.918,          4.674,          0.000,          0.000,          0.000,         -0.172,        348.589,          0.082,          0.430,          0.757,          0.117,          0.220,          0.397,          0.277,          0.000,          0.000,          1.524,          2.197,          0.076,          0.014,          0.009,          0.053,          0.005,          0.006,          0.000,          0.000,          0.208,          0.390,         81.230,          1.000,          1.611,          0.260,          0.260,          0.342,          0.000,         -0.874,         -0.838,          1.611,          0.101,          0.405,         -0.874,          1.961,         -2.995,          0.000,          0.160,          0.270,          1.961,          0.091,          1.870,          0.000,          0.000
            387,         23.779,         32.386,         16.288,          6.360,          9.927,          3.450,          0.000,          0.000,          0.000,         -0.323,        348.594,          0.082,          0.431,          0.760,          0.118,          0.221,          0.417,          0.294,          0.000,          0.000,          1.530,          2.240,          0.073,          0.014,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.209,          0.383,         79.993,          1.000,          1.452,          0.271,          0.271,          0.330,          0.000,         -0.964,         -0.593,          1.452,          0.104,          0.400,         -0.964,          1.667,         -2.797,          0.000,          0.166,          0.272,          1.667,          0.093,          1.574,          0.000,          0.000
            388,         23.713,         32.248,         16.123,          6.186,          9.936,          1.147,          0.000,          0.000,          0.000,         -0.401,        348.599,          0.083,          0.433,          0.762,          0.119,          0.222,          0.431,          0.304,          0.000,          0.000,          1.536,          2.271,          0.056,          0.013,          0.009,          0.034,          0.005,          0.006,          0.000,          0.000,          0.209,          0.377,         78.826,          1.000,          1.430,          0.298,          0.298,          0.318,          0.000,         -0.970,         -0.575,          1.430,          0.115,          0.395,         -0.970,          1.446,         -2.599,          0.000,          0.183,          0.274,          1.446,          0.095,          1.351,          0.000,          0.000
            389,         23.730,         32.344,         16.264,          6.316,          9.948,          1.833,          0.000,          0.000,          0.000,         -0.435,        348.603,          0.083,          0.434,          0.765,          0.120,          0.223,          0.447,          0.318,          0.000,          0.000,          1.542,          2.308,          0.064,          0.013,          0.009,          0.042,          0.005,          0.006,          0.000,          0.000,          0.209,          0.372,         77.821,          1.000,          1.303,          0.295,          0.295,          0.309,          0.000,         -0.951,         -0.465,          1.303,          0.113,          0.391,         -0.951,          1.275,         -2.408,          0.000,          0.182,          0.275,          1.275,          0.097,          1.178,          0.000,          0.000
            390,         24.005,         32.322,         16.419,          6.375,         10.044,          0.402,          0.000,          0.000,          0.000,         -0.489,        348.608,          0.083,          0.435,          0.768,          0.121,          0.224,          0.450,          0.321,          0.000,          0.000,          1.548,          2.318,          0.026,          0.011,          0.009,          0.007,          0.005,          0.006,          0.000,          0.000,          0.210,          0.365,         76.619,          1.000,          1.516,          0.332,          0.332,          0.295,          0.000,         -0.952,         -0.692,          1.516,          0.127,          0.387,         -0.952,          1.139,         -2.296,          0.000,          0.205,          0.276,          1.139,          0.099,          1.041,          0.000,          0.000
            391,         23.690,         32.465,         16.425,          6.470,          9.955,          4.584,          0.000,          0.000,          0.000,         -0.476,        348.613,          0.083,          0.437,          0.771,          0.122,          0.225,          0.470,          0.338,          0.000,          0.000,          1.554,          2.362,          0.075,          0.014,          0.009,          0.052,          0.005,          0.006,          0.000,          0.000,          0.210,          0.361,         75.925,          1.000,          1.045,          0.279,          0.279,          0.291,          0.000,         -0.922,         -0.230,          1.046,          0.107,          0.383,         -0.922,          1.028,         -2.122,          0.000,          0.172,          0.277,          1.028,          0.100,          0.928,          0.000,          0.000
            392,         23.666,         32.506,         16.483,          6.524,          9.959,          1.884,         16.058,         11.714,          0.000,          4.360,        348.617,          0.083,          0.438,          0.774,          0.122,          0.226,          0.486,          0.351,          0.000,          0.000,          1.560,          2.397,          0.062,          0.013,          0.009,          0.039,          0.005,          0.006,          0.000,          0.000,          0.211,          0.389,         82.007,          1.000,          1.115,          0.310,          0.310,          0.382,         11.714,          5.909,          4.571,          1.115,          0.118,          0.392,          5.909,          1.070,          4.648,          0.000,          0.191,          0.278,          1.070,          0.102,          0.969,          0.000,          0.000
            393,         23.596,         32.562,         16.530,          6.583,          9.947,          5.075,          0.000,          0.000,          0.000,          0.362,        348.622,          0.084,          0.440,          0.776,          0.123,          0.227,          0.508,          0.369,          0.000,          0.000,          1.566,          2.443,          0.079,          0.015,          0.009,          0.055,          0.005,          0.006,          0.000,          0.000,          0.211,          0.378,         79.680,          1.000,          1.863,          0.258,          0.258,          0.339,          0.000,          0.183,         -2.144,          1.863,          0.098,          0.389,          0.183,          1.182,         -1.158,          0.000,          0.159,          0.280,          1.182,          0.103,          1.078,          0.000,          0.000
            394,         23.959,         32.515,         16.711,          6.638,         10.073,          4.280,          0.000,          0.000,          0.000,         -0.157,        348.627,          0.084,          0.441,          0.779,          0.124,          0.228,          0.529,          0.387,          0.000,          0.000,          1.572,          2.488,          0.077,          0.015,          0.009,          0.053,          0.005,          0.006,          0.000,          0.000,          0.211,          0.370,         78.259,          1.000,          1.461,          0.274,          0.274,          0.318,          0.000,         -0.509,         -1.056,          1.461,          0.104,          0.386,         -0.509,          1.097,         -1.776,          0.000,          0.169,          0.281,          1.097,          0.105,          0.992,          0.000,          0.000
            395,         24.071,         32.559,         16.848,          6.734,         10.113,          0.217,          0.000,          0.000,          0.000,         -0.373,        348.631,          0.084,          0.441,          0.779,          0.124,          0.228,          0.529,          0.387,          0.000,          0.000,          1.572,          2.488,          0.009,          0.009,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.212,          0.362,         76.649,          1.000,          1.808,          0.329,          0.329,          0.294,          0.000,         -0.744,         -1.190,          1.809,          0.125,          0.383,         -0.744,          1.006,         -1.954,          0.000,          0.204,          0.282,          1.006,          0.106,          0.900,          0.000,          0.000
            396,         24.029,         32.418,         16.697,          6.561,         10.136,          3.024,          0.000,          0.000,          0.000,         -0.436,        348.636,          0.084,          0.443,          0.782,          0.125,          0.229,          0.548,          0.401,          0.000,          0.000,          1.579,          2.528,          0.072,          0.014,          0.009,          0.048,          0.005,          0.006,          0.000,          0.000,          0.212,          0.357,         75.837,          1.000,          1.108,          0.294,          0.294,          0.286,          0.000,         -0.822,         -0.397,          1.108,          0.112,          0.379,         -0.822,          0.921,         -1.926,          0.000,          0.183,          0.283,          0.921,          0.108,          0.814,          0.000,          0.000
            397,         23.926,         32.562,         16.824,          6.718,         10.106,          1.645,          0.000,          0.000,          0.000,         -0.458,        348.641,          0.084,          0.444,          0.785,          0.126,          0.230,          0.563,          0.413,          0.000,          0.000,          1.585,          2.561,          0.059,          0.014,          0.009,          0.037,          0.005,          0.006,          0.000,          0.000,          0.213,          0.353,         74.994,          1.000,          1.132,          0.320,          0.320,          0.278,          0.000,         -0.808,         -0.445,          1.132,          0.121,          0.376,         -0.808,          0.848,         -1.855,          0.000,          0.199,          0.283,          0.848,          0.109,          0.739,          0.000,          0.000
            398,         23.837,         32.563,         16.802,          6.704,         10.098,          0.828,         13.284,          9.691,          0.000,          2.516,        348.645,          0.084,          0.446,          0.788,          0.127,          0.231,          0.570,          0.419,          0.000,          0.000,          1.591,          2.580,          0.039,          0.012,          0.009,          0.018,          0.005,          0.006,          0.000,          0.000,          0.213,          0.379,         80.792,          1.000,          1.178,          0.350,          0.350,          0.376,          9.691,          3.439,          4.942,          1.178,          0.133,          0.380,          3.439,          0.841,          2.380,          0.000,          0.218,          0.284,          0.841,          0.110,          0.731,          0.000,          0.000
            399,         24.045,         32.387,         16.752,          6.559,         10.193,          3.192,          0.000,          0.000,          0.000,          0.338,        348.650,          0.085,          0.447,          0.791,          0.128,          0.232,          0.590,          0.438,          0.000,          0.000,          1.597,          2.625,          0.078,          0.015,          0.009,          0.054,          0.005,          0.006,          0.000,          0.000,          0.213,          0.368,         78.489,          1.000,          1.849,          0.267,          0.267,          0.332,          0.000,          0.272,         -2.222,          1.849,          0.101,          0.379,          0.272,          0.888,         -0.783,          0.000,          0.166,          0.285,          0.888,          0.111,          0.777,          0.000,          0.000
            400,         23.937,         32.562,         16.912,          6.754,         10.158,          1.224,          6.903,          5.036,          0.000,          0.581,        348.654,          0.085,          0.449,          0.794,          0.128,          0.233,          0.603,          0.450,          0.000,          0.000,          1.603,          2.656,          0.057,          0.014,          0.009,          0.035,          0.005,          0.006,          0.000,          0.000,          0.214,          0.380,         81.263,          1.000,          1.524,          0.308,          0.308,          0.387,          5.036,          0.657,          2.738,          1.524,          0.116,          0.378,          0.657,          0.855,         -0.390,          0.000,          0.192,          0.286,          0.855,          0.113,          0.742,          0.000,          0.000
            401,         24.126,         32.666,         17.159,          6.949,         10.210,          1.415,          0.000,          0.000,          0.000,          0.483,        348.659,          0.085,          0.450,          0.796,          0.129,          0.234,          0.619,          0.465,          0.000,          0.000,          1.610,          2.694,          0.066,          0.014,          0.009,          0.043,          0.005,          0.006,          0.000,          0.000,          0.214,          0.367,         78.617,          1.000,          2.038,          0.275,          0.275,          0.334,          0.000,          0.499,         -2.641,          2.038,          0.104,          0.377,          0.499,          0.848,         -0.520,          0.000,          0.172,          0.287,          0.848,          0.114,          0.734,          0.000,          0.000
            402,         24.285,         32.604,         17.207,          6.932,         10.275,          2.235,          0.000,          0.000,          0.000,         -0.111,        348.664,          0.085,          0.452,          0.799,          0.130,          0.235,          0.636,          0.482,          0.000,          0.000,          1.616,          2.734,          0.070,          0.015,          0.009,          0.047,          0.005,          0.006,          0.000,          0.000,          0.215,          0.359,         77.064,          1.000,          1.518,          0.296,          0.296,          0.308,          0.000,         -0.319,         -1.310,          1.518,          0.111,          0.375,         -0.319,          0.811,         -1.315,          0.000,          0.185,          0.287,          0.811,          0.115,          0.695,          0.000,          0.000
            403,         24.265,         32.646,         17.269,          6.989,         10.281,          1.300,         15.569,         11.357,          0.000,          4.314,        348.668,          0.085,          0.453,          0.802,          0.131,          0.236,          0.648,          0.494,          0.000,          0.000,          1.622,          2.764,          0.057,          0.014,          0.009,          0.034,          0.005,          0.006,          0.000,          0.000,          0.215,          0.384,         82.570,          1.000,          1.363,          0.324,          0.324,          0.385,         11.357,          5.997,          3.876,          1.363,          0.122,          0.384,          5.997,          0.863,          4.931,          0.000,          0.203,          0.288,          0.863,          0.117,          0.746,          0.000,          0.000
            404,         23.962,         32.702,         17.187,          6.976,         10.211,          2.451,          0.000,          0.000,          0.000,          0.433,        348.673,          0.086,          0.455,          0.805,          0.132,          0.237,          0.665,          0.513,          0.000,          0.000,          1.629,          2.807,          0.075,          0.015,          0.009,          0.051,          0.005,          0.006,          0.000,          0.000,          0.215,          0.371,         80.007,          1.000,          2.010,          0.273,          0.273,          0.335,          0.000,          0.377,         -2.489,          2.010,          0.102,          0.382,          0.377,          0.961,         -0.755,          0.000,          0.171,          0.289,          0.961,          0.118,          0.843,          0.000,          0.000
            405,         23.817,         32.566,         16.982,          6.778,         10.204,          0.973,          0.000,          0.000,          0.000,         -0.153,        348.678,          0.086,          0.456,          0.808,          0.133,          0.238,          0.675,          0.525,          0.000,          0.000,          1.635,          2.834,          0.052,          0.014,          0.009,          0.030,          0.005,          0.006,          0.000,          0.000,          0.216,          0.363,         78.414,          1.000,          1.585,          0.314,          0.314,          0.310,          0.000,         -0.414,         -1.288,          1.585,          0.117,          0.379,         -0.414,          0.908,         -1.518,          0.000,          0.197,          0.290,          0.908,          0.120,          0.788,          0.000,          0.000
            406,         23.822,         32.654,         17.108,          6.898,         10.210,          2.628,          0.000,          0.000,          0.000,         -0.305,        348.682,          0.086,          0.458,          0.811,          0.134,          0.239,          0.690,          0.543,          0.000,          0.000,          1.641,          2.875,          0.071,          0.015,          0.009,          0.047,          0.005,          0.006,          0.000,          0.000,          0.216,          0.357,         77.307,          1.000,          1.260,          0.304,          0.304,          0.294,          0.000,         -0.614,         -0.760,          1.260,          0.113,          0.376,         -0.614,          0.846,         -1.650,          0.000,          0.190,          0.291,          0.846,          0.121,          0.725,          0.000,          0.000
            407,         23.841,         32.593,         17.077,          6.838,         10.239,          2.196,          0.000,          0.000,          0.000,         -0.374,        348.687,          0.086,          0.459,          0.814,          0.135,          0.240,          0.704,          0.560,          0.000,          0.000,          1.648,          2.912,          0.068,          0.015,          0.009,          0.044,          0.005,          0.006,          0.000,          0.000,          0.217,          0.352,         76.359,          1.000,          1.158,          0.315,          0.315,          0.283,          0.000,         -0.681,         -0.594,          1.158,          0.117,          0.373,         -0.681,          0.787,         -1.665,          0.000,          0.197,          0.292,          0.787,          0.122,          0.664,          0.000,          0.000
            408,         23.817,         32.652,         17.155,          6.915,         10.240,          3.473,          0.000,          0.000,          0.000,         -0.399,        348.692,          0.086,          0.461,          0.817,          0.136,          0.241,          0.721,          0.579,          0.000,          0.000,          1.654,          2.955,          0.074,          0.015,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.217,          0.348,         75.580,          1.000,          1.024,          0.304,          0.304,          0.274,          0.000,         -0.702,         -0.435,          1.024,          0.113,          0.370,         -0.702,          0.733,         -1.626,          0.000,          0.191,          0.292,          0.733,          0.124,          0.609,          0.000,          0.000
            409,         23.861,         32.525,         17.065,          6.781,         10.284,          5.557,          0.000,          0.000,          0.000,         -0.403,        348.696,          0.087,          0.463,          0.820,          0.136,          0.242,          0.740,          0.600,          0.000,          0.000,          1.661,          3.001,          0.081,          0.016,          0.009,          0.056,          0.005,          0.006,          0.000,          0.000,          0.217,          0.345,         74.934,          1.000,          0.906,          0.290,          0.290,          0.267,          0.000,         -0.697,         -0.317,          0.907,          0.108,          0.368,         -0.697,          0.685,         -1.564,          0.000,          0.182,          0.293,          0.685,          0.125,          0.560,          0.000,          0.000
            410,         23.903,         32.658,         17.262,          6.969,         10.294,          2.181,         28.293,         20.640,          0.000,          9.950,        348.701,          0.087,          0.464,          0.823,          0.137,          0.243,          0.754,          0.616,          0.000,          0.000,          1.667,          3.038,          0.066,          0.015,          0.009,          0.042,          0.005,          0.006,          0.000,          0.000,          0.218,          0.388,         84.458,          1.000,          0.986,          0.327,          0.327,          0.375,         20.640,         14.145,          5.388,          0.986,          0.121,          0.391,         14.145,          0.869,         13.069,          0.000,          0.206,          0.294,          0.869,          0.126,          0.743,          0.000,          0.000
            411,         24.078,         32.578,         17.298,          6.931,         10.367,          6.178,          0.000,          0.000,          0.000,          0.248,        348.706,          0.087,          0.466,          0.826,          0.138,          0.244,          0.775,          0.638,          0.000,          0.000,          1.674,          3.087,          0.086,          0.016,          0.009,          0.060,          0.005,          0.007,          0.000,          0.000,          0.218,          0.377,         82.226,          1.000,          1.872,          0.269,          0.269,          0.335,          0.000,          0.023,         -1.995,          1.872,          0.100,          0.389,          0.023,          1.142,         -1.287,          0.000,          0.169,          0.295,          1.142,          0.128,          1.014,          0.000,          0.000
            412,         23.987,         32.710,         17.417,          7.079,         10.339,          1.452,          0.000,          0.000,          0.000,         -0.211,        348.710,          0.087,          0.467,          0.829,          0.139,          0.245,          0.789,          0.653,          0.000,          0.000,          1.680,          3.121,          0.063,          0.015,          0.010,          0.039,          0.005,          0.007,          0.000,          0.000,          0.219,          0.369,         80.704,          1.000,          1.576,          0.314,          0.314,          0.313,          0.000,         -0.574,         -1.117,          1.576,          0.116,          0.386,         -0.574,          1.056,         -1.828,          0.000,          0.198,          0.296,          1.056,          0.130,          0.926,          0.000,          0.000
