# 05-Nov-2018 05:13 PM
# seed 965745566761
##            1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40              41              42              43              44              45              46              47              48              49              50              51              52              53
            age,           tmin,           tmax,       totalrad,      directrad,     diffuserad,           wind,           rain,        netrain,     ambientCO2,            LAI,         pinnae,         rachis,          trunk,          roots,           male,         female,        bunches,      flowersex,            VDM,            TDM, assim_photosyn,    assim_maint,   assim_growth,      assim_gen,     VDM_growth,     TDM_growth,          yield,      trunk_hgt,      rootdepth,   rootzone_VWC,    waterstress,       actual_E,       actual_T,          pot_T,     layer1_VWC,  layer1_influx, layer1_outflux, layer1_netflux,       layer1_e,       layer1_t,     layer2_VWC,  layer2_influx, layer2_outflux, layer2_netflux,       layer2_e,       layer2_t,     layer3_VWC,  layer3_influx, layer3_outflux, layer3_netflux,       layer3_e,       layer3_t
           7082,         24.443,         32.403,         15.745,          5.707,         10.038,          3.674,          0.000,          0.000,        379.776,          4.963,         46.249,         88.645,        244.600,         86.907,          6.540,          6.974,         34.141,          1.000,        466.400,        514.055,          2.471,          1.219,          0.449,          0.803,          0.259,          0.308,          0.000,          7.978,          1.500,          0.286,          0.831,          0.819,          3.548,          4.272,          0.265,         -1.031,         -0.839,         -0.192,          0.819,          0.212,          0.294,         -0.839,          1.228,         -2.067,          0.000,          1.913,          0.283,          1.228,          2.868,         -1.640,          0.000,          1.465
           7083,         24.453,         32.044,         15.358,          5.308,         10.050,          1.905,          0.000,          0.000,        379.781,          4.963,         46.249,         88.645,        244.643,         86.908,          6.452,          7.036,         33.642,          0.000,        466.445,        513.574,          2.461,          1.215,          0.449,          0.797,          0.259,          0.308,          0.790,          7.979,          1.500,          0.284,          0.813,          0.747,          3.126,          3.847,          0.261,         -0.934,         -0.735,         -0.199,          0.747,          0.187,          0.291,         -0.735,          1.015,         -1.750,          0.000,          1.684,          0.281,          1.015,          2.669,         -1.654,          0.000,          1.289
           7084,         24.319,         31.915,         15.141,          5.128,         10.014,          1.140,          2.796,          2.046,        379.785,          4.963,         46.249,         88.645,        244.686,         86.910,          6.510,          6.949,         34.073,          1.000,        466.490,        514.023,          2.437,          1.209,          0.449,          0.779,          0.259,          0.308,          0.000,          7.980,          1.500,          0.283,          0.806,          0.685,          2.889,          3.584,          0.271,          1.190,          0.674,          0.516,          0.684,          0.171,          0.290,          0.674,          0.941,         -0.267,          0.000,          1.545,          0.279,          0.941,          2.486,         -1.545,          0.000,          1.183
           7085,         24.354,         31.924,         15.148,          5.140,         10.009,          0.335,          0.000,          0.000,        379.790,          4.963,         46.249,         88.645,        244.729,         86.912,          6.416,          7.005,         33.545,          0.000,        466.535,        513.500,          2.373,          1.211,          0.449,          0.714,          0.259,          0.308,          0.788,          7.981,          1.500,          0.281,          0.790,          0.670,          2.512,          3.179,          0.257,         -0.820,         -0.125,         -0.695,          0.670,          0.150,          0.288,         -0.125,          1.049,         -1.174,          0.000,          1.352,          0.278,          1.049,          2.337,         -1.289,          0.000,          1.035
           7086,         24.330,         32.064,         15.265,          5.279,          9.986,          1.482,          0.000,          0.000,        379.795,          4.963,         46.249,         88.645,        244.772,         86.913,          6.474,          6.918,         33.186,          1.000,        466.580,        513.157,          2.433,          1.211,          0.449,          0.773,          0.259,          0.308,          0.788,          7.982,          1.500,          0.279,          0.775,          0.689,          2.858,          3.689,          0.255,         -0.859,         -0.752,         -0.107,          0.689,          0.171,          0.286,         -0.752,          0.676,         -1.429,          0.000,          1.538,          0.276,          0.676,          2.197,         -1.521,          0.000,          1.178
           7087,         24.434,         32.255,         15.492,          5.507,          9.985,          2.957,          0.000,          0.000,        379.799,          4.963,         46.249,         88.645,        244.815,         86.915,          6.384,          6.979,         33.468,          0.000,        466.625,        513.456,          2.439,          1.215,          0.449,          0.775,          0.259,          0.308,          0.000,          7.982,          1.500,          0.277,          0.760,          0.717,          3.027,          3.983,          0.253,         -0.898,         -0.812,         -0.086,          0.717,          0.181,          0.283,         -0.812,          0.424,         -1.235,          0.000,          1.628,          0.274,          0.424,          2.048,         -1.624,          0.000,          1.247
           7088,         24.331,         32.327,         15.501,          5.553,          9.948,          2.008,          0.000,          0.000,        379.804,          4.963,         46.249,         88.645,        244.859,         86.917,          6.293,          7.040,         33.745,          0.000,        466.670,        513.747,          2.426,          1.215,          0.449,          0.762,          0.259,          0.308,          0.000,          7.983,          1.500,          0.275,          0.746,          0.697,          2.852,          3.823,          0.251,         -0.867,         -0.750,         -0.118,          0.697,          0.170,          0.281,         -0.750,          0.356,         -1.106,          0.000,          1.534,          0.273,          0.356,          1.907,         -1.551,          0.000,          1.174
           7089,         24.296,         31.980,         15.110,          5.162,          9.948,          0.652,          0.000,          0.000,        379.809,          4.963,         46.249,         88.645,        244.902,         86.919,          6.347,          6.950,         33.370,          1.000,        466.715,        513.382,          2.387,          1.209,          0.449,          0.729,          0.259,          0.308,          0.787,          7.984,          1.500,          0.273,          0.733,          0.617,          2.444,          3.333,          0.248,         -0.763,         -0.622,         -0.140,          0.617,          0.146,          0.280,         -0.622,          0.407,         -1.029,          0.000,          1.314,          0.271,          0.407,          1.785,         -1.378,          0.000,          1.006
           7090,         24.463,         31.886,         15.075,          5.098,          9.977,          0.985,          0.000,          0.000,        379.813,          4.963,         46.250,         88.645,        244.945,         86.920,          6.339,          6.861,         33.003,          1.000,        466.760,        512.963,          2.406,          1.209,          0.449,          0.747,          0.259,          0.308,          0.787,          7.985,          1.500,          0.272,          0.721,          0.625,          2.467,          3.422,          0.246,         -0.772,         -0.683,         -0.089,          0.625,          0.147,          0.278,         -0.683,          0.294,         -0.976,          0.000,          1.325,          0.270,          0.294,          1.677,         -1.383,          0.000,          1.015
           7091,         24.340,         32.022,         15.144,          5.208,          9.936,          1.362,          0.000,          0.000,        379.818,          4.963,         46.250,         88.645,        244.988,         86.922,          6.395,          6.772,         33.422,          1.000,        466.805,        513.394,          2.402,          1.208,          0.449,          0.745,          0.259,          0.308,          0.000,          7.986,          1.500,          0.270,          0.709,          0.629,          2.509,          3.539,          0.245,         -0.779,         -0.710,         -0.069,          0.629,          0.150,          0.276,         -0.710,          0.188,         -0.898,          0.000,          1.348,          0.268,          0.188,          1.574,         -1.386,          0.000,          1.032
           7092,         24.233,         32.089,         15.149,          5.249,          9.901,          1.557,          0.000,          0.000,        379.823,          4.963,         46.250,         88.645,        245.031,         86.924,          6.450,          6.682,         33.838,          1.000,        466.849,        513.819,          2.393,          1.208,          0.449,          0.736,          0.259,          0.308,          0.000,          7.986,          1.500,          0.269,          0.698,          0.623,          2.495,          3.577,          0.244,         -0.772,         -0.732,         -0.040,          0.623,          0.149,          0.275,         -0.732,          0.120,         -0.852,          0.000,          1.340,          0.267,          0.120,          1.478,         -1.359,          0.000,          1.026
           7093,         24.149,         32.192,         15.203,          5.335,          9.868,          3.825,          7.148,          5.229,        379.827,          4.963,         46.250,         88.645,        245.075,         86.925,          6.504,          6.590,         34.252,          1.000,        466.894,        514.241,          2.388,          1.210,          0.449,          0.729,          0.259,          0.308,          0.000,          7.987,          1.500,          0.271,          0.713,          0.633,          2.765,          3.879,          0.280,          4.434,          2.659,          1.775,          0.633,          0.162,          0.279,          2.659,          0.119,          2.540,          0.000,          1.458,          0.265,          0.119,          1.389,         -1.270,          0.000,          1.116
           7094,         24.133,         31.865,         14.844,          4.976,          9.868,          1.822,          6.688,          4.892,        379.832,          4.963,         46.250,         88.645,        245.118,         86.927,          6.411,          6.580,         34.521,          0.000,        466.939,        514.451,          2.386,          1.205,          0.449,          0.731,          0.259,          0.308,          0.000,          7.988,          1.500,          0.273,          0.726,          0.793,          2.584,          3.559,          0.280,          3.948,          3.949,         -0.001,          0.793,          0.151,          0.285,          3.949,          0.685,          3.264,          0.000,          1.364,          0.264,          0.685,          1.328,         -0.643,          0.000,          1.045
           7095,         24.092,         31.574,         14.507,          4.656,          9.851,          1.224,          3.798,          2.778,        379.837,          4.963,         46.250,         88.645,        245.161,         86.929,          6.318,          6.634,         34.786,          0.000,        466.984,        514.722,          2.374,          1.200,          0.449,          0.724,          0.259,          0.308,          0.000,          7.989,          1.500,          0.273,          0.729,          0.742,          2.455,          3.367,          0.272,          1.891,          2.288,         -0.396,          0.742,          0.145,          0.287,          2.288,          1.115,          1.172,          0.000,          1.306,          0.264,          1.115,          1.304,         -0.189,          0.000,          1.000
           7096,         24.180,         31.598,         14.563,          4.698,          9.865,          2.725,         32.988,         24.131,        379.841,          4.963,         46.250,         88.645,        245.204,         86.931,          6.373,          6.541,         34.419,          1.000,        467.029,        514.361,          2.387,          1.202,          0.449,          0.735,          0.259,          0.308,          0.785,          7.990,          1.500,          0.287,          0.838,          0.739,          3.060,          3.652,          0.325,         23.224,         20.553,          2.671,          0.739,          0.169,          0.319,         20.553,          3.246,         17.307,          0.000,          1.525,          0.266,          3.246,          1.331,          1.915,          0.000,          1.167
           7097,         24.180,         31.632,         14.588,          4.730,          9.858,          0.887,          4.570,          3.343,        379.846,          4.963,         46.250,         88.645,        245.247,         86.932,          6.282,          6.595,         34.692,          0.000,        467.074,        514.643,          2.395,          1.202,          0.449,          0.744,          0.259,          0.308,          0.000,          7.990,          1.500,          0.288,          0.842,          0.995,          2.851,          3.386,          0.293,          2.180,          3.766,         -1.586,          0.995,          0.168,          0.314,          3.766,          6.188,         -2.422,          0.000,          1.517,          0.271,          6.188,          1.591,          4.597,          0.000,          1.161
           7098,         24.161,         31.827,         14.774,          4.928,          9.846,          1.295,          0.000,          0.000,        379.851,          4.963,         46.250,         88.645,        245.290,         86.934,          6.338,          6.503,         35.115,          1.000,        467.119,        515.075,          2.406,          1.205,          0.449,          0.751,          0.259,          0.308,          0.000,          7.991,          1.500,          0.286,          0.828,          0.853,          2.982,          3.603,          0.276,         -1.031,         -0.180,         -0.851,          0.853,          0.178,          0.306,         -0.180,          4.367,         -4.547,          0.000,          1.603,          0.274,          4.367,          1.868,          2.499,          0.000,          1.227
           7099,         24.104,         31.826,         14.737,          4.910,          9.827,          4.739,          0.000,          0.000,        379.855,          4.963,         46.250,         88.645,        245.334,         86.936,          6.248,          6.556,         34.606,          0.000,        467.164,        514.574,          2.402,          1.206,          0.449,          0.747,          0.259,          0.308,          0.783,          7.992,          1.500,          0.284,          0.813,          0.790,          3.355,          4.129,          0.271,         -0.990,         -0.697,         -0.293,          0.790,          0.200,          0.300,         -0.697,          2.722,         -3.419,          0.000,          1.805,          0.275,          2.722,          2.001,          0.721,          0.000,          1.382
           7100,         24.048,         31.386,         14.240,          4.437,          9.803,          3.168,          0.000,          0.000,        379.860,          4.963,         46.250,         88.645,        245.377,         86.937,          6.157,          6.546,         34.878,          0.000,        467.209,        514.790,          2.385,          1.196,          0.449,          0.740,          0.259,          0.308,          0.000,          7.993,          1.500,          0.282,          0.798,          0.703,          3.023,          3.788,          0.265,         -0.883,         -0.616,         -0.267,          0.703,          0.180,          0.295,         -0.616,          1.982,         -2.598,          0.000,          1.625,          0.275,          1.982,          2.028,         -0.046,          0.000,          1.245
           7101,         24.183,         31.229,         14.127,          4.303,          9.825,          1.287,          0.000,          0.000,        379.865,          4.963,         46.250,         88.645,        245.420,         86.939,          6.066,          6.599,         35.147,          0.000,        467.254,        515.066,          2.377,          1.196,          0.449,          0.732,          0.259,          0.308,          0.000,          7.994,          1.500,          0.280,          0.784,          0.645,          2.649,          3.380,          0.260,         -0.803,         -0.565,         -0.238,          0.645,          0.158,          0.291,         -0.565,          1.558,         -2.124,          0.000,          1.424,          0.275,          1.558,          2.004,         -0.446,          0.000,          1.091
           7102,         24.139,         31.617,         14.512,          4.692,          9.820,          0.545,          0.000,          0.000,        379.869,          4.963,         46.250,         88.645,        245.463,         86.941,          6.119,          6.503,         34.770,          1.000,        467.299,        514.691,          2.354,          1.202,          0.449,          0.703,          0.259,          0.308,          0.782,          7.994,          1.500,          0.278,          0.770,          0.610,          2.462,          3.196,          0.257,         -0.757,         -0.567,         -0.189,          0.610,          0.147,          0.288,         -0.567,          1.226,         -1.793,          0.000,          1.323,          0.274,          1.226,          1.951,         -0.726,          0.000,          1.013
           7103,         24.076,         31.577,         14.435,          4.634,          9.801,          1.079,          0.000,          0.000,        379.874,          4.963,         46.250,         88.645,        245.506,         86.942,          6.173,          6.409,         35.182,          1.000,        467.344,        515.107,          2.370,          1.199,          0.449,          0.721,          0.259,          0.308,          0.000,          7.995,          1.500,          0.277,          0.757,          0.617,          2.563,          3.386,          0.254,         -0.770,         -0.642,         -0.128,          0.617,          0.153,          0.285,         -0.642,          0.886,         -1.528,          0.000,          1.377,          0.273,          0.886,          1.877,         -0.991,          0.000,          1.055
           7104,         24.109,         31.664,         14.537,          4.731,          9.806,          1.346,          2.993,          2.189,        379.879,          4.963,         46.250,         88.645,        245.549,         86.944,          6.228,          6.460,         35.448,          0.000,        467.389,        515.524,          2.374,          1.202,          0.449,          0.723,          0.259,          0.308,          0.000,          7.996,          1.500,          0.276,          0.755,          0.622,          2.618,          3.468,          0.268,          1.412,          0.716,          0.696,          0.622,          0.155,          0.285,          0.716,          0.738,         -0.022,          0.000,          1.397,          0.271,          0.738,          1.791,         -1.053,          0.000,          1.069
           7105,         24.225,         31.725,         14.650,          4.820,          9.829,          4.704,          0.000,          0.000,        379.883,          4.963,         46.250,         88.645,        245.593,         86.946,          6.283,          6.365,         35.083,          1.000,        467.433,        515.165,          2.386,          1.206,          0.449,          0.730,          0.259,          0.308,          0.780,          7.997,          1.500,          0.275,          0.742,          0.740,          2.924,          3.941,          0.254,         -0.915,         -0.215,         -0.700,          0.740,          0.174,          0.284,         -0.215,          0.609,         -0.824,          0.000,          1.572,          0.270,          0.609,          1.707,         -1.098,          0.000,          1.203
           7106,         24.209,         32.235,         15.162,          5.356,          9.806,          3.488,          0.596,          0.436,        379.888,          4.963,         46.250,         88.645,        245.636,         86.948,          6.192,          6.416,         34.572,          0.000,        467.478,        514.658,          2.388,          1.213,          0.449,          0.725,          0.259,          0.308,          0.779,          7.998,          1.500,          0.273,          0.731,          0.693,          2.887,          3.947,          0.255,         -0.429,         -0.481,          0.052,          0.693,          0.172,          0.282,         -0.481,          0.483,         -0.964,          0.000,          1.549,          0.269,          0.483,          1.622,         -1.139,          0.000,          1.186
           7107,         24.387,         31.535,         14.518,          4.657,          9.861,          2.396,          8.798,          6.436,        379.893,          4.963,         46.250,         88.645,        245.679,         86.949,          6.040,          6.469,         34.841,          0.000,        467.523,        514.873,          2.386,          1.203,          0.449,          0.734,          0.259,          0.308,          0.000,          7.998,          1.500,          0.276,          0.752,          0.654,          2.702,          3.594,          0.286,          5.624,          4.056,          1.569,          0.654,          0.158,          0.288,          4.056,          0.744,          3.311,          0.000,          1.420,          0.268,          0.744,          1.547,         -0.803,          0.000,          1.087
           7108,         24.255,         31.572,         14.493,          4.663,          9.830,          0.775,         18.620,         13.621,        379.897,          4.963,         46.250,         88.645,        245.722,         86.951,          6.094,          6.373,         35.250,          1.000,        467.568,        515.286,          2.365,          1.202,          0.449,          0.714,          0.259,          0.308,          0.000,          7.999,          1.500,          0.283,          0.808,          0.758,          2.622,          3.247,          0.307,         12.713,         11.662,          1.051,          0.758,          0.150,          0.305,         11.662,          2.225,          9.437,          0.000,          1.349,          0.269,          2.225,          1.533,          0.692,          0.000,          1.033
           7109,         24.258,         31.582,         14.504,          4.674,          9.830,          4.226,          8.713,          6.374,        379.902,          4.963,         46.250,         88.645,        245.765,         86.953,          6.005,          6.425,         34.747,          0.000,        467.613,        514.790,          2.396,          1.203,          0.449,          0.743,          0.259,          0.308,          0.777,          8.000,          1.500,          0.286,          0.826,          1.008,          3.265,          3.955,          0.296,          5.174,          5.739,         -0.565,          1.008,          0.191,          0.309,          5.739,          3.728,          2.011,          0.000,          1.722,          0.271,          3.728,          1.645,          2.082,          0.000,          1.318
           7110,         24.271,         31.625,         14.555,          4.723,          9.833,          1.552,         42.586,         31.152,        379.907,          4.963,         46.250,         88.645,        245.808,         86.954,          6.062,          6.332,         35.167,          1.000,        467.658,        515.220,          2.399,          1.202,          0.449,          0.747,          0.259,          0.308,          0.000,          8.001,          1.500,          0.304,          0.966,          0.874,          3.467,          3.590,          0.342,         30.088,         27.815,          2.273,          0.874,          0.190,          0.342,         27.815,          9.418,         18.398,          0.000,          1.714,          0.279,          9.418,          1.961,          7.457,          0.000,          1.312
           7111,         24.229,         31.904,         14.826,          5.006,          9.820,          2.932,          0.000,          0.000,        379.911,          4.963,         46.250,         88.645,        245.852,         86.956,          5.976,          6.386,         35.453,          0.000,        467.703,        515.518,          2.432,          1.208,          0.449,          0.775,          0.259,          0.308,          0.000,          8.002,          1.500,          0.302,          0.945,          1.331,          3.905,          4.134,          0.296,         -1.565,          0.714,         -2.279,          1.331,          0.234,          0.323,          0.714,         11.157,        -10.443,          0.000,          2.107,          0.288,         11.157,          2.998,          8.159,          0.000,          1.613
           7112,         24.300,         32.099,         15.059,          5.231,          9.828,          5.667,          0.000,          0.000,        379.916,          4.963,         46.250,         88.645,        245.895,         86.958,          6.035,          6.439,         35.736,          0.000,        467.748,        515.958,          2.430,          1.213,          0.449,          0.768,          0.259,          0.308,          0.000,          8.002,          1.500,          0.298,          0.920,          0.985,          4.172,          4.534,          0.285,         -1.235,         -0.672,         -0.563,          0.985,          0.250,          0.312,         -0.672,          5.261,         -5.933,          0.000,          2.253,          0.290,          5.261,          3.598,          1.663,          0.000,          1.725
           7113,         24.237,         32.014,         14.945,          5.125,          9.820,          1.619,         23.298,         17.043,        379.921,          4.963,         46.250,         88.645,        245.938,         86.959,          6.094,          6.346,         36.163,          1.000,        467.793,        516.395,          2.424,          1.212,          0.449,          0.763,          0.259,          0.308,          0.000,          8.003,          1.500,          0.306,          0.981,          0.837,          3.769,          3.844,          0.323,         15.990,         14.100,          1.890,          0.837,          0.216,          0.327,         14.100,          6.079,          8.022,          0.000,          1.947,          0.293,          6.079,          3.806,          2.273,          0.000,          1.491
           7114,         24.345,         31.932,         14.912,          5.065,          9.847,          3.056,         16.750,         12.253,        379.925,          4.963,         46.250,         88.646,        245.981,         86.961,          6.007,          6.400,         36.450,          0.000,        467.838,        516.695,          2.442,          1.213,          0.449,          0.780,          0.259,          0.308,          0.000,          8.004,          1.500,          0.311,          1.000,          1.172,          4.198,          4.198,          0.320,         10.834,         10.967,         -0.133,          1.172,          0.247,          0.330,         10.967,          9.083,          1.884,          0.000,          2.225,          0.298,          9.083,          4.464,          4.619,          0.000,          1.703
           7115,         24.255,         31.864,         14.804,          4.972,          9.832,          4.762,          0.000,          0.000,        379.930,          4.963,         46.250,         88.646,        246.024,         86.963,          6.066,          6.308,         36.110,          1.000,        467.883,        516.366,          2.436,          1.211,          0.449,          0.775,          0.259,          0.308,          0.772,          8.005,          1.500,          0.306,          0.980,          1.154,          4.361,          4.448,          0.291,         -1.415,          0.043,         -1.459,          1.154,          0.261,          0.318,          0.043,          6.863,         -6.819,          0.000,          2.356,          0.300,          6.863,          5.178,          1.684,          0.000,          1.804
           7116,         24.124,         31.897,         14.781,          4.977,          9.804,          0.963,          0.000,          0.000,        379.934,          4.963,         46.250,         88.646,        246.068,         86.965,          6.123,          6.361,         35.618,          0.000,        467.928,        516.029,          2.417,          1.208,          0.449,          0.759,          0.259,          0.308,          0.772,          8.006,          1.500,          0.302,          0.949,          0.814,          3.453,          3.637,          0.281,         -1.021,         -0.550,         -0.471,          0.814,          0.207,          0.310,         -0.550,          3.892,         -4.442,          0.000,          1.870,          0.298,          3.892,          5.162,         -1.270,          0.000,          1.431
           7117,         24.179,         31.334,         14.221,          4.405,          9.817,          2.118,         20.855,         15.256,        379.939,          4.963,         46.250,         88.646,        246.111,         86.966,          6.035,          6.415,         35.127,          0.000,        467.972,        515.550,          2.410,          1.199,          0.449,          0.762,          0.259,          0.308,          0.771,          8.007,          1.500,          0.308,          0.996,          0.760,          3.773,          3.789,          0.319,         14.279,         12.396,          1.883,          0.760,          0.218,          0.324,         12.396,          4.759,          7.637,          0.000,          1.963,          0.298,          4.759,          4.908,         -0.149,          0.000,          1.503
           7118,         24.137,         32.227,         15.136,          5.335,          9.801,          1.792,          3.088,          2.259,        379.944,          4.963,         46.250,         88.646,        246.154,         86.968,          6.096,          6.471,         35.412,          0.000,        468.017,        515.996,          2.440,          1.212,          0.449,          0.779,          0.259,          0.308,          0.000,          8.007,          1.500,          0.306,          0.975,          1.102,          3.931,          4.030,          0.294,          0.922,          2.151,         -1.229,          1.102,          0.235,          0.317,          2.151,          5.849,         -3.698,          0.000,          2.117,          0.299,          5.849,          5.091,          0.757,          0.000,          1.621
           7119,         24.212,         32.087,         15.035,          5.206,          9.828,          1.212,          0.000,          0.000,        379.948,          4.963,         46.250,         88.646,        246.197,         86.970,          6.010,          6.526,         34.926,          0.000,        468.062,        515.524,          2.433,          1.212,          0.449,          0.772,          0.259,          0.308,          0.769,          8.008,          1.500,          0.302,          0.945,          0.882,          3.584,          3.794,          0.281,         -1.097,         -0.418,         -0.679,          0.882,          0.215,          0.310,         -0.418,          3.761,         -4.179,          0.000,          1.940,          0.298,          3.761,          5.022,         -1.262,          0.000,          1.486
           7120,         24.232,         32.358,         15.326,          5.504,          9.822,          0.333,          0.000,          0.000,        379.953,          4.963,         46.250,         88.646,        246.240,         86.971,          5.919,          6.578,         35.185,          0.000,        468.107,        515.790,          2.373,          1.215,          0.449,          0.709,          0.259,          0.308,          0.000,          8.009,          1.500,          0.298,          0.917,          0.735,          3.065,          3.344,          0.274,         -0.919,         -0.585,         -0.334,          0.735,          0.184,          0.304,         -0.585,          2.536,         -3.121,          0.000,          1.658,          0.295,          2.536,          4.667,         -2.131,          0.000,          1.269
           7121,         24.125,         32.183,         15.107,          5.293,          9.815,          1.551,          0.000,          0.000,        379.958,          4.963,         46.250,         88.646,        246.283,         86.973,          5.979,          6.489,         34.842,          1.000,        468.152,        515.462,          2.425,          1.211,          0.449,          0.764,          0.259,          0.308,          0.768,          8.010,          1.500,          0.294,          0.890,          0.776,          3.452,          3.877,          0.270,         -0.983,         -0.782,         -0.201,          0.776,          0.207,          0.300,         -0.782,          1.599,         -2.381,          0.000,          1.866,          0.292,          1.599,          4.221,         -2.622,          0.000,          1.429
           7122,         24.002,         32.370,         15.249,          5.466,          9.783,          2.741,          0.000,          0.000,        379.962,          4.963,         46.250,         88.646,        246.327,         86.975,          6.038,          6.399,         34.498,          1.000,        468.197,        515.132,          2.419,          1.211,          0.449,          0.758,          0.259,          0.308,          0.767,          8.011,          1.500,          0.291,          0.866,          0.777,          3.602,          4.158,          0.267,         -0.993,         -0.832,         -0.161,          0.777,          0.216,          0.296,         -0.832,          1.087,         -1.919,          0.000,          1.946,          0.289,          1.087,          3.773,         -2.686,          0.000,          1.490
           7123,         23.946,         32.142,         15.000,          5.212,          9.788,          1.883,          0.000,          0.000,        379.967,          4.963,         46.250,         88.646,        246.370,         86.976,          6.097,          6.309,         34.153,          1.000,        468.242,        514.800,          2.408,          1.205,          0.449,          0.754,          0.259,          0.308,          0.766,          8.012,          1.500,          0.288,          0.845,          0.724,          3.282,          3.885,          0.263,         -0.920,         -0.742,         -0.178,          0.724,          0.196,          0.293,         -0.742,          0.917,         -1.659,          0.000,          1.771,          0.287,          0.917,          3.382,         -2.465,          0.000,          1.356
           7124,         23.876,         32.524,         15.367,          5.610,          9.757,          0.980,          0.000,          0.000,        379.972,          4.963,         46.250,         88.646,        246.413,         86.978,          6.155,          6.216,         33.802,          1.000,        468.287,        514.459,          2.393,          1.209,          0.449,          0.734,          0.259,          0.308,          0.765,          8.012,          1.500,          0.286,          0.825,          0.707,          3.052,          3.700,          0.260,         -0.889,         -0.725,         -0.165,          0.707,          0.183,          0.290,         -0.725,          0.776,         -1.501,          0.000,          1.646,          0.284,          0.776,          3.055,         -2.279,          0.000,          1.260
           7125,         23.648,         31.736,         14.458,          4.723,          9.735,          0.744,          0.196,          0.143,        379.976,          4.963,         46.250,         88.646,        246.456,         86.980,          6.212,          6.121,         34.209,          1.000,        468.332,        514.874,          2.356,          1.191,          0.449,          0.716,          0.259,          0.308,          0.000,          8.013,          1.500,          0.283,          0.808,          0.603,          2.716,          3.362,          0.258,         -0.622,         -0.536,         -0.087,          0.603,          0.162,          0.288,         -0.536,          0.730,         -1.265,          0.000,          1.462,          0.282,          0.730,          2.781,         -2.052,          0.000,          1.120
           7126,         23.891,         31.645,         14.488,          4.685,          9.803,          1.650,          0.000,          0.000,        379.981,          4.963,         46.250,         88.646,        246.499,         86.981,          6.271,          6.028,         34.626,          1.000,        468.377,        515.301,          2.386,          1.195,          0.449,          0.742,          0.259,          0.308,          0.000,          8.014,          1.500,          0.281,          0.791,          0.631,          2.855,          3.609,          0.256,         -0.802,         -0.664,         -0.137,          0.631,          0.171,          0.286,         -0.664,          0.529,         -1.194,          0.000,          1.537,          0.280,          0.529,          2.545,         -2.016,          0.000,          1.177
           7127,         23.887,         32.002,         14.871,          5.064,          9.807,          3.560,          0.000,          0.000,        379.986,          4.963,         46.250,         88.646,        246.542,         86.983,          6.330,          6.079,         34.898,          0.000,        468.421,        515.729,          2.393,          1.202,          0.449,          0.742,          0.259,          0.308,          0.000,          8.015,          1.500,          0.279,          0.775,          0.658,          3.095,          3.993,          0.254,         -0.842,         -0.781,         -0.062,          0.658,          0.185,          0.284,         -0.781,          0.308,         -1.089,          0.000,          1.666,          0.277,          0.308,          2.329,         -2.021,          0.000,          1.275
           7128,         23.989,         31.669,         14.582,          4.739,          9.843,          1.428,          0.296,          0.217,        379.990,          4.963,         46.250,         88.646,        246.586,         86.985,          6.243,          6.130,         34.408,          0.000,        468.466,        515.248,          2.387,          1.199,          0.449,          0.738,          0.259,          0.308,          0.761,          8.016,          1.500,          0.277,          0.761,          0.618,          2.683,          3.524,          0.253,         -0.561,         -0.512,         -0.050,          0.618,          0.160,          0.282,         -0.512,          0.386,         -0.898,          0.000,          1.443,          0.275,          0.386,          2.142,         -1.756,          0.000,          1.104
           7129,         23.879,         31.344,         14.196,          4.381,          9.815,          0.744,          0.000,          0.000,        379.995,          4.963,         46.250,         88.646,        246.629,         86.986,          6.154,          6.181,         33.910,          0.000,        468.511,        514.757,          2.354,          1.190,          0.449,          0.714,          0.259,          0.308,          0.760,          8.016,          1.500,          0.275,          0.748,          0.562,          2.395,          3.203,          0.250,         -0.705,         -0.510,         -0.195,          0.562,          0.143,          0.281,         -0.510,          0.423,         -0.933,          0.000,          1.288,          0.274,          0.423,          1.989,         -1.566,          0.000,          0.986
           7130,         23.892,         31.994,         14.903,          5.070,          9.834,          1.560,          0.000,          0.000,        380.000,          4.963,         46.250,         88.646,        246.672,         86.988,          6.067,          6.235,         34.179,          0.000,        468.556,        515.037,          2.385,          1.200,          0.449,          0.736,          0.259,          0.308,          0.000,          8.017,          1.500,          0.274,          0.735,          0.615,          2.651,          3.609,          0.248,         -0.773,         -0.711,         -0.062,          0.615,          0.158,          0.279,         -0.711,          0.228,         -0.939,          0.000,          1.425,          0.272,          0.228,          1.852,         -1.624,          0.000,          1.091
           7131,         23.908,         31.710,         14.627,          4.777,          9.850,          2.027,          0.000,          0.000,        380.004,          4.963,         46.250,         88.646,        246.715,         86.990,          6.126,          6.143,         34.593,          1.000,        468.601,        515.463,          2.383,          1.196,          0.449,          0.738,          0.259,          0.308,          0.000,          8.018,          1.500,          0.272,          0.722,          0.594,          2.600,          3.600,          0.247,         -0.749,         -0.680,         -0.070,          0.594,          0.155,          0.277,         -0.680,          0.174,         -0.853,          0.000,          1.397,          0.270,          0.174,          1.724,         -1.550,          0.000,          1.070
