# 05-Nov-2018 05:13 PM
# seed 965745566761
##            1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19              20              21              22              23              24              25              26              27              28              29              30              31              32              33              34              35              36              37              38              39              40              41              42              43              44              45              46              47              48              49              50              51              52              53
            age,           tmin,           tmax,       totalrad,      directrad,     diffuserad,           wind,           rain,        netrain,     ambientCO2,            LAI,         pinnae,         rachis,          trunk,          roots,           male,         female,        bunches,      flowersex,            VDM,            TDM, assim_photosyn,    assim_maint,   assim_growth,      assim_gen,     VDM_growth,     TDM_growth,          yield,      trunk_hgt,      rootdepth,   rootzone_VWC,    waterstress,       actual_E,       actual_T,          pot_T,     layer1_VWC,  layer1_influx, layer1_outflux, layer1_netflux,       layer1_e,       layer1_t,     layer2_VWC,  layer2_influx, layer2_outflux, layer2_netflux,       layer2_e,       layer2_t,     layer3_VWC,  layer3_influx, layer3_outflux, layer3_netflux,       layer3_e,       layer3_t
            365,         23.609,         32.205,         15.017,          5.234,          9.783,          3.438,         10.589,         10.544,        348.491,          0.078,          0.401,          0.703,          0.101,          0.201,          0.031,          0.000,          0.000,          0.000,          1.406,          1.437,          0.066,          0.014,          0.008,          0.044,          0.005,          0.006,          0.000,          0.000,          0.201,          0.284,          0.763,          0.709,          0.128,          0.168,          0.293,          9.788,          7.399,          2.389,          0.709,          0.047,          0.282,          7.399,          1.309,          6.090,          0.000,          0.072,          0.256,          1.309,          0.923,          0.386,          0.000,          0.000
            366,         23.748,         31.908,         14.786,          4.952,          9.833,          0.886,         15.070,         15.006,        348.496,          0.079,          0.403,          0.705,          0.102,          0.202,          0.082,          0.000,          0.000,          0.000,          1.411,          1.493,          0.057,          0.013,          0.008,          0.036,          0.005,          0.006,          0.000,          0.000,          0.203,          0.302,          0.888,          1.097,          0.184,          0.208,          0.306,         13.841,         13.192,          0.649,          1.097,          0.068,          0.301,         13.192,          2.724,         10.468,          0.000,          0.104,          0.258,          2.724,          0.966,          1.758,          0.000,          0.000
            367,         23.883,         31.805,         14.754,          4.877,          9.877,          1.268,         13.944,         13.884,        348.501,          0.079,          0.404,          0.708,          0.102,          0.203,          0.114,          0.016,          0.000,          0.000,          1.417,          1.546,          0.067,          0.014,          0.008,          0.045,          0.005,          0.006,          0.000,          0.000,          0.205,          0.313,          0.966,          1.165,          0.205,          0.212,          0.309,         12.642,         12.466,          0.177,          1.165,          0.077,          0.314,         12.466,          5.168,          7.298,          0.000,          0.120,          0.263,          5.168,          1.109,          4.059,          0.000,          0.000
            368,         23.609,         31.950,         14.788,          4.975,          9.813,          3.248,          0.000,          0.000,        348.505,          0.079,          0.405,          0.710,          0.103,          0.204,          0.150,          0.016,          0.000,          0.000,          1.422,          1.588,          0.074,          0.014,          0.008,          0.052,          0.005,          0.006,          0.000,          0.000,          0.206,          0.296,          0.849,          1.143,          0.180,          0.211,          0.269,         -1.217,          0.818,         -2.035,          1.143,          0.074,          0.305,          0.818,          5.640,         -4.822,          0.000,          0.116,          0.268,          5.640,          1.372,          4.268,          0.000,          0.000
            369,         23.318,         32.211,         14.933,          5.194,          9.739,          0.224,          0.000,          0.000,        348.510,          0.079,          0.407,          0.713,          0.104,          0.204,          0.153,          0.018,          0.000,          0.000,          1.428,          1.600,          0.024,          0.009,          0.008,          0.007,          0.005,          0.006,          0.000,          0.000,          0.208,          0.287,          0.784,          1.188,          0.202,          0.257,          0.256,         -1.269,         -0.653,         -0.616,          1.188,          0.081,          0.297,         -0.653,          3.880,         -4.533,          0.000,          0.129,          0.270,          3.880,          1.589,          2.290,          0.000,          0.000
            370,         23.660,         32.312,         15.218,          5.383,          9.834,          1.851,         18.003,         17.926,        348.515,          0.079,          0.408,          0.716,          0.105,          0.205,          0.171,          0.036,          0.000,          0.000,          1.434,          1.642,          0.065,          0.013,          0.008,          0.043,          0.005,          0.006,          0.000,          0.000,          0.210,          0.314,          0.978,          0.831,          0.205,          0.210,          0.315,         17.023,         14.073,          2.949,          0.831,          0.073,          0.314,         14.073,          4.547,          9.526,          0.000,          0.117,          0.273,          4.547,          1.753,          2.794,          0.000,          0.000
            371,         23.596,         32.115,         14.997,          5.162,          9.835,          3.221,          0.000,          0.000,        348.519,          0.080,          0.409,          0.718,          0.106,          0.206,          0.190,          0.061,          0.000,          0.000,          1.439,          1.690,          0.075,          0.014,          0.008,          0.053,          0.005,          0.006,          0.000,          0.000,          0.212,          0.297,          0.855,          1.220,          0.184,          0.216,          0.269,         -1.294,          1.017,         -2.311,          1.220,          0.074,          0.306,          1.017,          5.680,         -4.663,          0.000,          0.120,          0.277,          5.680,          2.069,          3.611,          0.000,          0.000
            372,         23.503,         32.228,         15.085,          5.268,          9.817,          1.943,          0.000,          0.000,        348.524,          0.080,          0.411,          0.721,          0.106,          0.207,          0.208,          0.079,          0.000,          0.000,          1.445,          1.733,          0.068,          0.014,          0.008,          0.046,          0.005,          0.006,          0.000,          0.000,          0.213,          0.289,          0.796,          0.890,          0.172,          0.217,          0.259,         -0.958,         -0.477,         -0.481,          0.890,          0.067,          0.298,         -0.477,          3.811,         -4.288,          0.000,          0.111,          0.279,          3.811,          2.307,          1.504,          0.000,          0.000
            373,         23.379,         32.147,         14.957,          5.160,          9.797,          4.144,         23.862,         23.759,        348.529,          0.080,          0.412,          0.723,          0.107,          0.208,          0.226,          0.101,          0.000,          0.000,          1.451,          1.778,          0.073,          0.014,          0.008,          0.050,          0.005,          0.006,          0.000,          0.000,          0.215,          0.324,          1.000,          0.760,          0.196,          0.196,          0.325,         22.930,         19.627,          3.303,          0.760,          0.069,          0.323,         19.627,          5.603,         14.024,          0.000,          0.114,          0.282,          5.603,          2.489,          3.114,          0.000,          0.000
            374,         23.322,         32.526,         15.340,          5.562,          9.778,          1.369,          2.659,          2.648,        348.533,          0.080,          0.414,          0.726,          0.108,          0.209,          0.244,          0.119,          0.000,          0.000,          1.457,          1.820,          0.068,          0.014,          0.008,          0.046,          0.005,          0.006,          0.000,          0.000,          0.217,          0.309,          0.937,          1.393,          0.216,          0.231,          0.288,          1.172,          3.040,         -1.868,          1.393,          0.084,          0.315,          3.040,          7.805,         -4.765,          0.000,          0.141,          0.288,          7.805,          3.057,          4.748,          0.000,          0.000
            375,         23.163,         32.480,         15.233,          5.484,          9.749,          0.640,          8.125,          8.090,        348.538,          0.080,          0.415,          0.729,          0.109,          0.210,          0.255,          0.133,          0.000,          0.000,          1.462,          1.851,          0.053,          0.012,          0.008,          0.033,          0.005,          0.006,          0.000,          0.000,          0.219,          0.312,          0.958,          1.147,          0.237,          0.247,          0.300,          6.856,          6.237,          0.619,          1.147,          0.087,          0.315,          6.237,          6.133,          0.104,          0.000,          0.149,          0.291,          6.133,          3.530,          2.602,          0.000,          0.000
            376,         23.257,         32.101,         14.901,          5.103,          9.798,          1.913,          0.000,          0.000,        348.543,          0.080,          0.416,          0.731,          0.110,          0.211,          0.271,          0.155,          0.000,          0.000,          1.468,          1.894,          0.071,          0.014,          0.008,          0.049,          0.005,          0.006,          0.000,          0.000,          0.221,          0.298,          0.861,          1.085,          0.193,          0.224,          0.270,         -1.159,          0.363,         -1.522,          1.085,          0.074,          0.306,          0.363,          5.137,         -4.774,          0.000,          0.128,          0.292,          5.137,          3.862,          1.275,          0.000,          0.000
            377,         23.324,         32.130,         14.983,          5.154,          9.829,          3.153,          0.000,          0.000,        348.547,          0.081,          0.418,          0.734,          0.110,          0.212,          0.289,          0.176,          0.000,          0.000,          1.474,          1.938,          0.073,          0.014,          0.008,          0.051,          0.005,          0.006,          0.000,          0.000,          0.223,          0.291,          0.809,          0.839,          0.170,          0.210,          0.261,         -0.903,         -0.464,         -0.439,          0.839,          0.064,          0.299,         -0.464,          3.360,         -3.824,          0.000,          0.111,          0.291,          3.360,          3.904,         -0.544,          0.000,          0.000
            378,         23.297,         31.901,         14.746,          4.910,          9.835,          3.051,          8.416,          8.379,        348.552,          0.081,          0.419,          0.737,          0.111,          0.213,          0.305,          0.197,          0.000,          0.000,          1.480,          1.982,          0.073,          0.014,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.224,          0.302,          0.890,          0.761,          0.180,          0.202,          0.295,          7.555,          5.864,          1.691,          0.761,          0.063,          0.304,          5.864,          3.119,          2.746,          0.000,          0.111,          0.291,          3.119,          3.775,         -0.656,          0.000,          0.000
            379,         23.410,         32.009,         14.935,          5.056,          9.880,          0.908,         26.848,         26.730,        348.557,          0.081,          0.421,          0.739,          0.112,          0.214,          0.319,          0.214,          0.000,          0.000,          1.486,          2.019,          0.062,          0.013,          0.009,          0.041,          0.005,          0.006,          0.000,          0.000,          0.226,          0.333,          1.000,          1.107,          0.230,          0.230,          0.333,         25.542,         23.669,          1.873,          1.107,          0.081,          0.333,         23.669,          7.730,         15.940,          0.000,          0.145,          0.295,          7.730,          3.930,          3.799,          0.000,          0.000
            380,         23.275,         32.249,         15.143,          5.293,          9.851,          2.216,          8.374,          8.338,        348.561,          0.081,          0.422,          0.742,          0.113,          0.215,          0.336,          0.235,          0.000,          0.000,          1.492,          2.063,          0.075,          0.014,          0.009,          0.052,          0.005,          0.006,          0.000,          0.000,          0.228,          0.324,          1.000,          1.388,          0.224,          0.224,          0.310,          6.870,          7.977,         -1.107,          1.388,          0.080,          0.327,          7.977,         11.223,         -3.247,          0.000,          0.144,          0.302,         11.223,          5.069,          6.154,          0.000,          0.000
            381,         23.306,         32.289,         15.221,          5.350,          9.871,          1.788,         48.879,         48.665,        348.566,          0.081,          0.423,          0.745,          0.114,          0.216,          0.354,          0.255,          0.000,          0.000,          1.498,          2.106,          0.072,          0.014,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.230,          0.365,          1.000,          1.206,          0.233,          0.233,          0.364,         47.376,         44.710,          2.666,          1.206,          0.082,          0.365,         44.710,         23.732,         20.978,          0.000,          0.151,          0.320,         23.732,          7.351,         16.381,          0.000,          0.000
            382,         23.287,         32.101,         15.034,          5.149,          9.885,          0.419,          4.385,          4.366,        348.571,          0.082,          0.425,          0.748,          0.114,          0.217,          0.365,          0.269,          0.000,          0.000,          1.503,          2.138,          0.056,          0.013,          0.009,          0.035,          0.005,          0.006,          0.000,          0.000,          0.232,          0.333,          1.000,          1.755,          0.217,          0.217,          0.316,          2.534,          4.940,         -2.406,          1.755,          0.076,          0.338,          4.940,         19.969,        -15.028,          0.000,          0.141,          0.327,         19.969,         13.379,          6.590,          0.000,          0.000
            383,         23.640,         32.237,         15.374,          5.384,          9.990,          1.422,          3.625,          3.609,        348.575,          0.082,          0.426,          0.750,          0.115,          0.218,          0.382,          0.289,          0.000,          0.000,          1.509,          2.180,          0.072,          0.014,          0.009,          0.049,          0.005,          0.006,          0.000,          0.000,          0.234,          0.323,          1.000,          1.292,          0.235,          0.235,          0.304,          2.235,          2.825,         -0.590,          1.292,          0.082,          0.328,          2.825,          8.515,         -5.689,          0.000,          0.153,          0.322,          8.515,         12.879,         -4.365,          0.000,          0.000
            384,         23.495,         32.494,         15.594,          5.640,          9.954,          2.765,          9.010,          8.971,        348.580,          0.082,          0.428,          0.753,          0.116,          0.218,          0.402,          0.308,          0.000,          0.000,          1.515,          2.225,          0.076,          0.014,          0.009,          0.053,          0.005,          0.006,          0.000,          0.000,          0.236,          0.324,          1.000,          1.172,          0.233,          0.233,          0.312,          7.718,          7.318,          0.399,          1.172,          0.081,          0.328,          7.318,          7.268,          0.050,          0.000,          0.153,          0.318,          7.268,         10.897,         -3.629,          0.000,          0.000
            385,         23.692,         32.534,         15.755,          5.739,         10.016,          1.769,          0.000,          0.000,        348.585,          0.082,          0.429,          0.756,          0.117,          0.219,          0.421,          0.326,          0.000,          0.000,          1.521,          2.268,          0.073,          0.014,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.238,          0.310,          0.948,          1.298,          0.226,          0.238,          0.284,         -1.379,          0.031,         -1.410,          1.299,          0.080,          0.317,          0.031,          5.941,         -5.910,          0.000,          0.154,          0.314,          5.941,          9.611,         -3.669,          0.000,          0.000
            386,         23.819,         32.443,         15.745,          5.677,         10.068,          4.674,          0.000,          0.000,        348.589,          0.082,          0.431,          0.759,          0.118,          0.220,          0.442,          0.346,          0.000,          0.000,          1.527,          2.315,          0.079,          0.015,          0.009,          0.056,          0.005,          0.006,          0.000,          0.000,          0.240,          0.302,          0.889,          0.998,          0.200,          0.224,          0.274,         -1.068,         -0.589,         -0.479,          0.998,          0.070,          0.309,         -0.589,          3.648,         -4.238,          0.000,          0.136,          0.309,          3.648,          8.138,         -4.490,          0.000,          0.000
            387,         23.779,         32.386,         15.690,          5.613,         10.077,          3.450,          0.000,          0.000,        348.594,          0.083,          0.432,          0.761,          0.119,          0.221,          0.462,          0.364,          0.000,          0.000,          1.533,          2.360,          0.076,          0.014,          0.009,          0.053,          0.005,          0.006,          0.000,          0.000,          0.242,          0.296,          0.844,          0.933,          0.187,          0.221,          0.266,         -0.997,         -0.601,         -0.396,          0.933,          0.065,          0.304,         -0.601,          2.669,         -3.270,          0.000,          0.127,          0.305,          2.669,          6.843,         -4.173,          0.000,          0.000
            388,         23.713,         32.248,         15.536,          5.453,         10.083,          1.147,          0.000,          0.000,        348.599,          0.083,          0.433,          0.764,          0.120,          0.222,          0.478,          0.378,          0.000,          0.000,          1.539,          2.396,          0.064,          0.013,          0.009,          0.042,          0.005,          0.006,          0.000,          0.000,          0.243,          0.290,          0.805,          0.938,          0.190,          0.237,          0.259,         -1.003,         -0.649,         -0.355,          0.938,          0.066,          0.299,         -0.649,          2.105,         -2.754,          0.000,          0.129,          0.301,          2.105,          5.834,         -3.728,          0.000,          0.000
            389,         23.730,         32.344,         15.670,          5.572,         10.098,          1.833,          0.000,          0.000,        348.603,          0.083,          0.435,          0.767,          0.120,          0.223,          0.496,          0.394,          0.000,          0.000,          1.545,          2.436,          0.069,          0.014,          0.009,          0.046,          0.005,          0.006,          0.000,          0.000,          0.245,          0.286,          0.772,          0.864,          0.172,          0.223,          0.253,         -0.923,         -0.633,         -0.290,          0.864,          0.059,          0.294,         -0.633,          1.728,         -2.361,          0.000,          0.117,          0.297,          1.728,          5.050,         -3.323,          0.000,          0.000
            390,         24.005,         32.322,         15.805,          5.622,         10.182,          0.402,          0.000,          0.000,        348.608,          0.083,          0.436,          0.770,          0.121,          0.224,          0.502,          0.400,          0.000,          0.000,          1.552,          2.453,          0.036,          0.012,          0.009,          0.015,          0.005,          0.006,          0.000,          0.000,          0.246,          0.281,          0.740,          1.014,          0.193,          0.261,          0.246,         -1.080,         -0.726,         -0.354,          1.014,          0.066,          0.290,         -0.726,          1.450,         -2.176,          0.000,          0.132,          0.294,          1.450,          4.433,         -2.983,          0.000,          0.000
            391,         23.690,         32.465,         15.827,          5.714,         10.113,          4.584,          0.000,          0.000,        348.613,          0.083,          0.438,          0.773,          0.122,          0.225,          0.521,          0.418,          0.000,          0.000,          1.558,          2.497,          0.075,          0.014,          0.009,          0.052,          0.005,          0.006,          0.000,          0.000,          0.248,          0.278,          0.717,          0.729,          0.142,          0.198,          0.244,         -0.777,         -0.659,         -0.118,          0.729,          0.048,          0.287,         -0.659,          1.234,         -1.893,          0.000,          0.097,          0.291,          1.234,          3.935,         -2.702,          0.000,          0.000
            392,         23.666,         32.506,         15.884,          5.764,         10.120,          1.884,         16.058,         15.985,        348.617,          0.084,          0.439,          0.775,          0.123,          0.226,          0.538,          0.432,          0.000,          0.000,          1.564,          2.534,          0.066,          0.014,          0.009,          0.043,          0.005,          0.006,          0.000,          0.000,          0.249,          0.305,          0.911,          0.780,          0.195,          0.214,          0.309,         15.147,         11.884,          3.263,          0.780,          0.059,          0.304,         11.884,          2.227,          9.657,          0.000,          0.120,          0.289,          2.227,          3.576,         -1.349,          0.000,          0.000
            393,         23.596,         32.562,         15.934,          5.819,         10.115,          5.075,          0.000,          0.000,        348.622,          0.084,          0.441,          0.778,          0.124,          0.227,          0.559,          0.452,          0.000,          0.000,          1.570,          2.581,          0.080,          0.015,          0.009,          0.056,          0.005,          0.006,          0.000,          0.000,          0.251,          0.292,          0.817,          1.210,          0.180,          0.220,          0.261,         -1.272,          1.140,         -2.412,          1.210,          0.061,          0.300,          1.140,          3.619,         -2.479,          0.000,          0.126,          0.289,          3.619,          3.530,          0.088,          0.000,          0.000
            394,         23.959,         32.515,         16.087,          5.865,         10.222,          4.280,          0.000,          0.000,        348.627,          0.084,          0.442,          0.781,          0.125,          0.228,          0.580,          0.470,          0.000,          0.000,          1.576,          2.626,          0.078,          0.015,          0.009,          0.054,          0.005,          0.006,          0.000,          0.000,          0.253,          0.286,          0.774,          0.856,          0.165,          0.213,          0.254,         -0.911,         -0.563,         -0.347,          0.856,          0.055,          0.294,         -0.563,          2.589,         -3.152,          0.000,          0.115,          0.288,          2.589,          3.468,         -0.878,          0.000,          0.000
            395,         24.071,         32.559,         16.213,          5.952,         10.261,          0.217,          0.000,          0.000,        348.631,          0.084,          0.444,          0.784,          0.125,          0.229,          0.580,          0.470,          0.000,          0.000,          1.582,          2.632,          0.020,          0.011,          0.009,          0.000,          0.005,          0.006,          0.000,          0.000,          0.254,          0.280,          0.732,          1.203,          0.207,          0.283,          0.244,         -1.271,         -0.773,         -0.498,          1.203,          0.069,          0.289,         -0.773,          1.930,         -2.703,          0.000,          0.144,          0.287,          1.930,          3.302,         -1.372,          0.000,          0.000
            396,         24.029,         32.418,         16.071,          5.792,         10.279,          3.024,          0.000,          0.000,        348.636,          0.084,          0.445,          0.787,          0.126,          0.230,          0.599,          0.486,          0.000,          0.000,          1.588,          2.673,          0.074,          0.015,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.256,          0.277,          0.707,          0.764,          0.147,          0.207,          0.243,         -0.812,         -0.756,         -0.056,          0.764,          0.048,          0.285,         -0.756,          1.484,         -2.240,          0.000,          0.101,          0.285,          1.484,          3.095,         -1.611,          0.000,          0.000
            397,         23.926,         32.562,         16.198,          5.938,         10.260,          1.645,          0.000,          0.000,        348.641,          0.085,          0.447,          0.789,          0.127,          0.231,          0.615,          0.500,          0.000,          0.000,          1.595,          2.709,          0.064,          0.014,          0.009,          0.041,          0.005,          0.006,          0.000,          0.000,          0.257,          0.274,          0.684,          0.809,          0.150,          0.220,          0.241,         -0.858,         -0.752,         -0.106,          0.809,          0.049,          0.282,         -0.752,          1.197,         -1.949,          0.000,          0.104,          0.283,          1.197,          2.882,         -1.685,          0.000,          0.000
            398,         23.837,         32.563,         16.182,          5.926,         10.255,          0.828,         13.284,         13.224,        348.645,          0.085,          0.448,          0.792,          0.128,          0.232,          0.625,          0.509,          0.000,          0.000,          1.601,          2.735,          0.049,          0.013,          0.009,          0.027,          0.005,          0.006,          0.000,          0.000,          0.259,          0.296,          0.847,          0.860,          0.202,          0.238,          0.302,         12.305,          9.260,          3.044,          0.860,          0.059,          0.295,          9.260,          1.695,          7.565,          0.000,          0.127,          0.282,          1.695,          2.700,         -1.005,          0.000,          0.000
            399,         24.045,         32.387,         16.122,          5.788,         10.334,          3.192,          0.000,          0.000,        348.650,          0.085,          0.450,          0.795,          0.129,          0.233,          0.644,          0.529,          0.000,          0.000,          1.607,          2.780,          0.079,          0.015,          0.009,          0.055,          0.005,          0.006,          0.000,          0.000,          0.260,          0.285,          0.765,          1.198,          0.168,          0.219,          0.251,         -1.254,          1.247,         -2.500,          1.199,          0.055,          0.293,          1.247,          2.664,         -1.417,          0.000,          0.119,          0.282,          2.664,          2.663,          0.001,          0.000,          0.000
            400,         23.937,         32.562,         16.282,          5.970,         10.312,          1.224,          6.903,          6.871,        348.654,          0.085,          0.451,          0.798,          0.130,          0.234,          0.659,          0.543,          0.000,          0.000,          1.613,          2.815,          0.062,          0.014,          0.009,          0.039,          0.005,          0.006,          0.000,          0.000,          0.262,          0.294,          0.830,          0.893,          0.198,          0.238,          0.287,          5.917,          4.162,          1.755,          0.893,          0.060,          0.296,          4.162,          2.455,          1.707,          0.000,          0.131,          0.282,          2.455,          2.642,         -0.187,          0.000,          0.000
            401,         24.126,         32.666,         16.511,          6.148,         10.363,          1.415,          0.000,          0.000,        348.659,          0.085,          0.453,          0.801,          0.131,          0.235,          0.675,          0.558,          0.000,          0.000,          1.620,          2.853,          0.068,          0.015,          0.009,          0.044,          0.005,          0.006,          0.000,          0.000,          0.263,          0.284,          0.760,          1.167,          0.181,          0.238,          0.251,         -1.226,          0.575,         -1.801,          1.167,          0.059,          0.292,          0.575,          2.608,         -2.033,          0.000,          0.129,          0.282,          2.608,          2.640,         -0.032,          0.000,          0.000
            402,         24.285,         32.604,         16.549,          6.129,         10.420,          2.235,          0.000,          0.000,        348.664,          0.086,          0.454,          0.804,          0.132,          0.236,          0.691,          0.576,          0.000,          0.000,          1.626,          2.894,          0.072,          0.015,          0.009,          0.048,          0.005,          0.006,          0.000,          0.000,          0.265,          0.279,          0.724,          0.866,          0.162,          0.224,          0.244,         -0.918,         -0.593,         -0.325,          0.866,          0.052,          0.287,         -0.593,          2.006,         -2.600,          0.000,          0.114,          0.281,          2.006,          2.603,         -0.597,          0.000,          0.000
            403,         24.265,         32.646,         16.610,          6.182,         10.428,          1.300,         15.569,         15.497,        348.668,          0.086,          0.456,          0.807,          0.133,          0.237,          0.704,          0.590,          0.000,          0.000,          1.632,          2.927,          0.062,          0.014,          0.009,          0.038,          0.005,          0.006,          0.000,          0.000,          0.266,          0.304,          0.902,          0.871,          0.211,          0.234,          0.308,         14.566,         11.379,          3.187,          0.871,          0.060,          0.303,         11.379,          2.630,          8.749,          0.000,          0.134,          0.281,          2.630,          2.548,          0.082,          0.000,          0.000
            404,         23.962,         32.702,         16.546,          6.175,         10.371,          2.451,          0.000,          0.000,        348.673,          0.086,          0.457,          0.810,          0.133,          0.238,          0.722,          0.611,          0.000,          0.000,          1.639,          2.972,          0.078,          0.015,          0.009,          0.053,          0.005,          0.006,          0.000,          0.000,          0.268,          0.291,          0.809,          1.311,          0.191,          0.236,          0.259,         -1.372,          1.088,         -2.460,          1.311,          0.061,          0.299,          1.088,          3.750,         -2.662,          0.000,          0.138,          0.282,          3.750,          2.648,          1.102,          0.000,          0.000
            405,         23.817,         32.566,         16.356,          5.992,         10.364,          0.973,          0.000,          0.000,        348.678,          0.086,          0.459,          0.813,          0.134,          0.239,          0.734,          0.625,          0.000,          0.000,          1.645,          3.004,          0.060,          0.014,          0.009,          0.036,          0.005,          0.006,          0.000,          0.000,          0.270,          0.285,          0.764,          0.960,          0.193,          0.253,          0.251,         -1.021,         -0.638,         -0.383,          0.960,          0.061,          0.292,         -0.638,          2.692,         -3.330,          0.000,          0.138,          0.282,          2.692,          2.708,         -0.016,          0.000,          0.000
            406,         23.822,         32.654,         16.478,          6.104,         10.374,          2.628,          0.000,          0.000,        348.682,          0.086,          0.460,          0.816,          0.135,          0.240,          0.749,          0.645,          0.000,          0.000,          1.652,          3.046,          0.074,          0.015,          0.009,          0.049,          0.005,          0.006,          0.000,          0.000,          0.271,          0.280,          0.728,          0.829,          0.162,          0.223,          0.245,         -0.879,         -0.566,         -0.313,          0.829,          0.051,          0.288,         -0.566,          2.014,         -2.581,          0.000,          0.115,          0.282,          2.014,          2.666,         -0.651,          0.000,          0.000
            407,         23.841,         32.593,         16.447,          6.047,         10.400,          2.196,          0.000,          0.000,        348.687,          0.087,          0.462,          0.819,          0.136,          0.241,          0.764,          0.663,          0.000,          0.000,          1.658,          3.085,          0.071,          0.015,          0.009,          0.046,          0.005,          0.006,          0.000,          0.000,          0.273,          0.276,          0.700,          0.799,          0.155,          0.221,          0.242,         -0.847,         -0.704,         -0.143,          0.799,          0.048,          0.284,         -0.704,          1.571,         -2.275,          0.000,          0.110,          0.280,          1.571,          2.570,         -0.999,          0.000,          0.000
            408,         23.817,         32.652,         16.523,          6.118,         10.405,          3.473,          0.000,          0.000,        348.692,          0.087,          0.464,          0.822,          0.137,          0.242,          0.781,          0.682,          0.000,          0.000,          1.665,          3.128,          0.075,          0.015,          0.009,          0.050,          0.005,          0.006,          0.000,          0.000,          0.274,          0.273,          0.677,          0.751,          0.140,          0.207,          0.240,         -0.794,         -0.707,         -0.087,          0.751,          0.043,          0.280,         -0.707,          1.254,         -1.961,          0.000,          0.100,          0.279,          1.254,          2.448,         -1.195,          0.000,          0.000
            409,         23.861,         32.525,         16.434,          5.993,         10.441,          5.557,          0.000,          0.000,        348.696,          0.087,          0.465,          0.825,          0.138,          0.243,          0.799,          0.704,          0.000,          0.000,          1.671,          3.173,          0.080,          0.016,          0.009,          0.055,          0.005,          0.007,          0.000,          0.000,          0.276,          0.270,          0.657,          0.704,          0.127,          0.193,          0.239,         -0.743,         -0.672,         -0.071,          0.704,          0.039,          0.277,         -0.672,          1.030,         -1.702,          0.000,          0.090,          0.278,          1.030,          2.318,         -1.287,          0.000,          0.000
            410,         23.903,         32.658,         16.621,          6.166,         10.456,          2.181,         28.293,         28.160,        348.701,          0.087,          0.467,          0.828,          0.139,          0.244,          0.813,          0.720,          0.000,          0.000,          1.678,          3.211,          0.068,          0.015,          0.010,          0.044,          0.005,          0.007,          0.000,          0.000,          0.277,          0.315,          0.983,          0.775,          0.208,          0.212,          0.326,         27.332,         22.975,          4.357,          0.775,          0.053,          0.313,         22.975,          2.958,         20.018,          0.000,          0.124,          0.278,          2.958,          2.245,          0.713,          0.000,          0.000
            411,         24.078,         32.578,         16.646,          6.127,         10.519,          6.178,          0.000,          0.000,        348.706,          0.087,          0.468,          0.831,          0.140,          0.245,          0.834,          0.743,          0.000,          0.000,          1.684,          3.262,          0.088,          0.016,          0.010,          0.062,          0.006,          0.007,          0.000,          0.000,          0.279,          0.299,          0.866,          1.454,          0.206,          0.238,          0.268,         -1.518,          1.362,         -2.881,          1.454,          0.064,          0.306,          1.362,          5.571,         -4.208,          0.000,          0.152,          0.282,          5.571,          2.509,          3.062,          0.000,          0.000
            412,         23.987,         32.710,         16.767,          6.266,         10.500,          1.452,          0.000,          0.000,        348.710,          0.088,          0.470,          0.834,          0.141,          0.247,          0.849,          0.761,          0.000,          0.000,          1.691,          3.301,          0.070,          0.016,          0.010,          0.045,          0.006,          0.007,          0.000,          0.000,          0.281,          0.291,          0.808,          1.020,          0.205,          0.254,          0.259,         -1.083,         -0.614,         -0.469,          1.020,          0.063,          0.298,         -0.614,          3.673,         -4.287,          0.000,          0.150,          0.283,          3.673,          2.727,          0.946,          0.000,          0.000
            413,         24.032,         32.526,         16.614,          6.072,         10.542,          2.619,         16.353,         16.275,        348.715,          0.088,          0.471,          0.837,          0.142,          0.248,          0.867,          0.780,          0.000,          0.000,          1.697,          3.345,          0.078,          0.016,          0.010,          0.052,          0.006,          0.007,          0.000,          0.000,          0.282,          0.313,          0.966,          0.889,          0.224,          0.232,          0.313,         15.325,         12.633,          2.693,          0.888,          0.061,          0.313,         12.633,          4.235,          8.398,          0.000,          0.147,          0.285,          4.235,          2.825,          1.411,          0.000,          0.000
            414,         24.038,         32.584,         16.703,          6.150,         10.553,          3.586,         38.355,         38.173,        348.720,          0.088,          0.473,          0.840,          0.143,          0.249,          0.888,          0.802,          0.000,          0.000,          1.704,          3.393,          0.085,          0.016,          0.010,          0.059,          0.006,          0.007,          0.000,          0.000,          0.284,          0.350,          1.000,          1.334,          0.243,          0.243,          0.350,         36.768,         34.922,          1.846,          1.334,          0.071,          0.351,         34.922,         14.175,         20.747,          0.000,          0.172,          0.296,         14.175,          3.505,         10.670,          0.000,          0.000
